employee_id,training_name,category,training_date,duration_hours,completion_rate,assessment_score
EMP00032,Coaching Skills,leadership,2024-05-03,8,0.91,74.8
EMP00032,SQL Advanced,technical,2024-08-01,40,0.96,90.0
EMP00032,SQL Advanced,technical,2024-03-30,24,0.92,57.7
EMP00032,Change Management,leadership,2024-05-09,40,0.7,47.2
EMP00032,Leadership Fundamental,leadership,2024-01-30,8,0.79,84.1
EMP00033,Change Management,leadership,2024-05-15,24,0.86,96.0
EMP00033,Anti-Fraud,compliance,2024-11-04,40,0.7,92.6
EMP00033,Negotiation,soft_skills,2024-03-31,4,0.82,78.4
EMP00033,Health & Safety,compliance,2024-06-07,40,0.77,91.8
EMP00034,Anti-Fraud,compliance,2024-01-27,16,0.77,74.9
EMP00034,Cybersecurity Basics,technical,2024-09-05,8,0.37,78.7
EMP00034,Cybersecurity Basics,technical,2024-04-14,24,0.83,80.4
EMP00034,Coaching Skills,leadership,2024-02-25,40,0.84,50.5
EMP00034,Negotiation,soft_skills,2024-02-03,24,0.96,93.9
EMP00035,Presentation,soft_skills,2024-12-28,24,0.69,81.3
EMP00035,Strategic Thinking,leadership,2024-07-04,24,0.83,77.3
EMP00035,Leadership Fundamental,leadership,2024-08-27,4,0.95,79.4
EMP00035,Health & Safety,compliance,2024-04-10,24,0.76,85.4
EMP00036,Presentation,soft_skills,2024-06-09,24,0.67,80.6
EMP00036,Coaching Skills,leadership,2024-09-14,16,0.93,88.3
EMP00037,Data Privacy,compliance,2024-11-03,4,0.86,61.5
EMP00037,Coaching Skills,leadership,2024-04-04,8,0.67,87.1
EMP00037,Anti-Fraud,compliance,2024-11-02,16,0.93,48.4
EMP00037,Health & Safety,compliance,2024-12-06,8,0.89,93.2
EMP00037,Strategic Thinking,leadership,2024-03-05,24,0.8,72.9
EMP00038,Negotiation,soft_skills,2024-03-17,4,0.75,71.8
EMP00038,Health & Safety,compliance,2024-03-02,16,0.73,74.3
EMP00038,Leadership Fundamental,leadership,2024-02-01,16,0.79,79.2
EMP00038,Leadership Fundamental,leadership,2024-06-14,40,0.9,70.9
EMP00039,Anti-Fraud,compliance,2024-07-03,24,0.99,70.8
EMP00039,Python for Data,technical,2024-03-05,40,0.77,81.8
EMP00040,Health & Safety,compliance,2024-04-01,24,0.78,33.3
EMP00040,Leadership Fundamental,leadership,2024-04-15,16,0.97,86.4
EMP00040,Data Privacy,compliance,2024-11-04,4,0.75,81.4
EMP00040,Anti-Fraud,compliance,2024-06-22,4,0.69,95.6
EMP00041,Cybersecurity Basics,technical,2024-02-06,24,0.67,84.5
EMP00042,Coaching Skills,leadership,2024-09-12,4,0.88,96.0
EMP00042,Cybersecurity Basics,technical,2024-06-10,4,0.77,87.2
EMP00042,Health & Safety,compliance,2024-04-15,40,0.92,87.5
EMP00042,Presentation,soft_skills,2024-07-29,8,0.71,71.9
EMP00042,Health & Safety,compliance,2024-05-20,16,0.69,86.8
EMP00043,Strategic Thinking,leadership,2024-02-04,24,0.78,87.4
EMP00044,Cloud Computing,technical,2024-02-07,40,0.69,81.1
EMP00044,Code of Conduct,compliance,2024-03-15,16,0.98,92.5
EMP00044,Data Privacy,compliance,2024-02-24,16,0.9,94.8
EMP00045,Cybersecurity Basics,technical,2024-08-04,24,0.73,99.0
EMP00045,Anti-Fraud,compliance,2024-02-13,24,0.82,93.0
EMP00045,Code of Conduct,compliance,2024-02-29,16,0.95,80.9
EMP00045,Coaching Skills,leadership,2024-05-05,16,0.71,45.6
EMP00045,Data Privacy,compliance,2024-06-05,16,0.89,67.3
EMP00046,Leadership Fundamental,leadership,2024-12-07,4,0.81,80.2
EMP00046,Data Privacy,compliance,2024-07-06,8,0.78,46.8
EMP00046,Time Management,soft_skills,2024-12-02,24,0.97,77.4
EMP00046,Strategic Thinking,leadership,2024-03-12,8,0.6,81.1
EMP00046,Cybersecurity Basics,technical,2024-04-13,40,0.84,74.1
EMP00047,Cloud Computing,technical,2024-01-18,8,0.87,75.3
EMP00048,Code of Conduct,compliance,2024-06-21,8,0.5,83.1
EMP00048,Cloud Computing,technical,2024-02-29,16,0.82,74.3
EMP00048,Anti-Fraud,compliance,2024-12-07,16,0.73,24.2
EMP00048,Anti-Fraud,compliance,2024-08-06,40,0.75,90.9
EMP00048,Health & Safety,compliance,2024-03-11,40,0.63,73.0
EMP00049,Code of Conduct,compliance,2024-05-15,16,0.84,61.6
EMP00049,Coaching Skills,leadership,2024-08-16,4,0.67,67.4
EMP00049,Anti-Fraud,compliance,2024-11-18,24,0.91,86.7
EMP00049,Strategic Thinking,leadership,2024-07-19,16,0.89,87.9
EMP00049,Presentation,soft_skills,2024-05-11,40,0.78,87.1
EMP00050,Presentation,soft_skills,2024-05-13,16,0.63,90.7
EMP00050,Change Management,leadership,2024-09-16,4,0.67,43.9
EMP00050,Code of Conduct,compliance,2024-01-26,40,0.87,73.4
EMP00050,SQL Advanced,technical,2024-12-29,16,0.84,95.3
EMP00051,Health & Safety,compliance,2024-05-27,8,0.83,74.2
EMP00051,Health & Safety,compliance,2024-10-24,4,0.9,65.6
EMP00051,Strategic Thinking,leadership,2024-05-18,8,0.72,81.6
EMP00051,Health & Safety,compliance,2024-02-02,4,0.99,91.6
EMP00052,Negotiation,soft_skills,2024-01-27,8,0.81,49.2
EMP00053,Python for Data,technical,2024-03-08,16,0.86,79.8
EMP00054,Cybersecurity Basics,technical,2024-04-03,4,0.97,71.5
EMP00054,Change Management,leadership,2024-11-09,40,0.71,63.4
EMP00054,Cybersecurity Basics,technical,2024-03-09,16,0.77,97.0
EMP00054,Anti-Fraud,compliance,2024-10-30,24,0.68,64.9
EMP00054,Strategic Thinking,leadership,2024-10-24,40,0.94,89.7
EMP00055,Anti-Fraud,compliance,2024-02-04,24,0.8,53.3
EMP00056,SQL Advanced,technical,2024-06-15,8,0.92,48.3
EMP00056,Coaching Skills,leadership,2024-11-12,4,0.81,71.5
EMP00057,Presentation,soft_skills,2024-10-11,16,0.89,75.1
EMP00057,Communication,soft_skills,2024-06-13,4,0.85,91.6
EMP00057,Strategic Thinking,leadership,2024-12-02,4,0.93,54.1
EMP00058,Time Management,soft_skills,2024-04-22,24,0.79,82.7
EMP00059,Leadership Fundamental,leadership,2024-03-02,24,0.82,78.3
EMP00060,Health & Safety,compliance,2024-02-10,8,0.88,62.8
EMP00060,Strategic Thinking,leadership,2024-07-23,24,0.9,70.2
EMP00060,Anti-Fraud,compliance,2024-12-16,16,0.82,83.8
EMP00060,Code of Conduct,compliance,2024-09-01,16,0.63,49.0
EMP00060,Presentation,soft_skills,2024-08-23,16,0.96,79.5
EMP00061,Python for Data,technical,2024-12-09,8,0.74,71.4
EMP00061,Leadership Fundamental,leadership,2024-10-02,8,0.98,69.4
EMP00061,Leadership Fundamental,leadership,2024-07-11,8,0.71,55.7
EMP00061,Presentation,soft_skills,2024-12-25,24,0.8,78.4
EMP00061,Negotiation,soft_skills,2024-09-30,16,0.76,64.3
EMP00062,Python for Data,technical,2024-09-07,4,0.83,82.5
EMP00062,Python for Data,technical,2024-06-13,40,0.88,81.9
EMP00062,Strategic Thinking,leadership,2024-03-12,16,0.89,55.5
EMP00062,Data Privacy,compliance,2024-05-11,4,0.48,76.8
EMP00062,Time Management,soft_skills,2024-09-10,8,0.92,93.4
EMP00063,Python for Data,technical,2024-10-27,8,0.71,64.1
EMP00064,Cybersecurity Basics,technical,2024-01-23,24,0.7,24.0
EMP00064,Negotiation,soft_skills,2024-09-20,16,0.96,83.1
EMP00064,Anti-Fraud,compliance,2024-02-05,8,0.83,94.8
EMP00064,Negotiation,soft_skills,2024-09-01,24,0.79,39.3
EMP00064,SQL Advanced,technical,2024-01-13,16,0.66,76.2
EMP00065,Coaching Skills,leadership,2024-02-21,16,0.75,77.3
EMP00065,SQL Advanced,technical,2024-01-12,16,0.82,84.5
EMP00065,Python for Data,technical,2024-05-17,24,0.84,64.0
EMP00065,Coaching Skills,leadership,2024-01-09,16,0.83,79.6
EMP00066,Code of Conduct,compliance,2024-01-29,16,0.7,94.6
EMP00066,Coaching Skills,leadership,2024-01-17,4,0.8,81.0
EMP00066,Data Privacy,compliance,2024-05-30,40,0.95,60.7
EMP00066,Presentation,soft_skills,2024-06-17,4,0.7,53.3
EMP00067,Presentation,soft_skills,2024-06-19,4,0.62,86.4
EMP00067,Health & Safety,compliance,2024-03-28,4,0.89,40.7
EMP00068,Cloud Computing,technical,2024-01-27,40,0.68,92.4
EMP00068,Coaching Skills,leadership,2024-12-23,8,0.83,62.9
EMP00068,Change Management,leadership,2024-12-06,8,0.88,72.4
EMP00068,SQL Advanced,technical,2024-06-28,4,0.72,97.2
EMP00069,Cloud Computing,technical,2024-10-08,24,0.91,67.9
EMP00070,Data Privacy,compliance,2024-11-30,16,0.79,89.6
EMP00070,Strategic Thinking,leadership,2024-06-25,40,0.88,82.8
EMP00071,Anti-Fraud,compliance,2024-02-21,8,0.8,68.8
EMP00071,Coaching Skills,leadership,2024-01-22,8,0.81,92.4
EMP00071,Coaching Skills,leadership,2024-03-08,16,0.76,73.2
EMP00072,Anti-Fraud,compliance,2024-04-29,8,0.95,86.6
EMP00073,Coaching Skills,leadership,2024-09-14,16,0.88,89.2
EMP00073,Presentation,soft_skills,2024-02-19,40,0.72,65.5
EMP00073,Cloud Computing,technical,2024-04-05,40,0.9,62.8
EMP00073,Anti-Fraud,compliance,2024-11-28,16,0.88,92.3
EMP00073,Code of Conduct,compliance,2024-10-01,40,0.95,90.6
EMP00074,Cloud Computing,technical,2024-01-08,4,0.82,80.9
EMP00074,Change Management,leadership,2024-03-01,24,0.85,55.3
EMP00074,Cloud Computing,technical,2024-04-24,24,0.61,68.7
EMP00074,Code of Conduct,compliance,2024-10-28,4,0.77,71.8
EMP00075,Python for Data,technical,2024-10-05,4,0.61,99.8
EMP00075,Leadership Fundamental,leadership,2024-03-13,8,0.62,74.4
EMP00076,Data Privacy,compliance,2024-07-07,24,0.82,59.7
EMP00076,Time Management,soft_skills,2024-09-25,8,0.85,80.9
EMP00076,Cloud Computing,technical,2024-04-16,16,0.8,72.6
EMP00076,Data Privacy,compliance,2024-09-11,8,0.87,70.1
EMP00076,Cloud Computing,technical,2024-06-08,4,0.92,75.9
EMP00077,SQL Advanced,technical,2024-09-30,16,0.88,84.4
EMP00077,Cloud Computing,technical,2024-02-15,16,0.79,63.8
EMP00078,Data Privacy,compliance,2024-03-12,16,0.95,79.8
EMP00078,Python for Data,technical,2024-11-01,4,0.88,66.9
EMP00078,Code of Conduct,compliance,2024-06-19,8,0.72,95.7
EMP00078,Coaching Skills,leadership,2024-09-09,16,0.73,76.7
EMP00078,Code of Conduct,compliance,2024-04-14,24,0.74,65.0
EMP00079,Code of Conduct,compliance,2024-09-04,40,0.95,90.7
EMP00079,Health & Safety,compliance,2024-11-11,24,0.44,89.6
EMP00079,Cybersecurity Basics,technical,2024-03-26,40,0.86,64.2
EMP00079,Health & Safety,compliance,2024-12-03,24,0.92,92.6
EMP00079,Data Privacy,compliance,2024-10-29,4,0.72,85.5
EMP00080,Leadership Fundamental,leadership,2024-11-29,16,0.76,50.0
EMP00080,Code of Conduct,compliance,2024-12-11,40,0.75,74.6
EMP00080,Communication,soft_skills,2024-04-30,4,0.88,64.1
EMP00081,Python for Data,technical,2024-07-11,40,0.89,85.1
EMP00081,Coaching Skills,leadership,2024-04-14,40,0.85,66.9
EMP00081,Cloud Computing,technical,2024-08-08,4,0.58,78.0
EMP00081,Data Privacy,compliance,2024-07-17,4,0.43,48.5
EMP00081,Data Privacy,compliance,2024-01-02,4,0.86,81.2
EMP00082,Data Privacy,compliance,2024-07-26,40,0.68,69.7
EMP00082,Leadership Fundamental,leadership,2024-01-19,8,0.96,97.1
EMP00082,SQL Advanced,technical,2024-11-29,40,0.43,54.0
EMP00083,Communication,soft_skills,2024-06-03,40,0.79,86.3
EMP00083,Python for Data,technical,2024-06-05,24,0.56,70.1
EMP00083,Time Management,soft_skills,2024-11-17,4,0.82,95.4
EMP00083,Health & Safety,compliance,2024-12-04,8,0.71,59.6
EMP00083,Code of Conduct,compliance,2024-10-21,8,0.94,94.9
EMP00084,Cloud Computing,technical,2024-08-26,40,0.68,90.6
EMP00084,Code of Conduct,compliance,2024-03-01,40,0.89,60.5
EMP00084,Python for Data,technical,2024-11-06,24,0.89,91.1
EMP00084,SQL Advanced,technical,2024-10-19,40,0.87,65.0
EMP00085,SQL Advanced,technical,2024-07-02,40,0.9,74.1
EMP00085,Health & Safety,compliance,2024-10-13,24,0.86,86.8
EMP00085,Change Management,leadership,2024-03-07,8,0.78,73.4
EMP00085,Anti-Fraud,compliance,2024-03-16,4,0.85,66.4
EMP00085,Time Management,soft_skills,2024-11-13,24,0.85,72.7
EMP00086,Presentation,soft_skills,2024-04-19,24,1.0,77.9
EMP00086,Negotiation,soft_skills,2024-10-14,4,0.81,95.6
EMP00086,Cloud Computing,technical,2024-09-15,4,0.82,39.7
EMP00086,Negotiation,soft_skills,2024-01-04,16,0.83,82.7
EMP00086,Presentation,soft_skills,2024-03-14,40,0.91,74.4
EMP00087,Change Management,leadership,2024-08-05,24,0.69,79.6
EMP00087,Python for Data,technical,2024-03-21,16,0.54,85.8
EMP00087,Coaching Skills,leadership,2024-04-08,16,0.94,80.7
EMP00088,Communication,soft_skills,2024-04-23,40,0.83,92.2
EMP00088,Data Privacy,compliance,2024-07-10,4,0.88,62.3
EMP00088,Change Management,leadership,2024-06-07,8,0.97,78.1
EMP00089,Negotiation,soft_skills,2024-01-01,16,0.68,50.3
EMP00089,Negotiation,soft_skills,2024-02-16,16,0.57,53.5
EMP00090,Presentation,soft_skills,2024-06-25,8,0.79,67.6
EMP00090,Strategic Thinking,leadership,2024-02-13,16,0.84,56.2
EMP00090,Strategic Thinking,leadership,2024-08-08,4,0.88,77.0
EMP00090,Strategic Thinking,leadership,2024-12-03,24,0.51,78.6
EMP00090,Communication,soft_skills,2024-08-30,8,0.74,69.4
EMP00091,Health & Safety,compliance,2024-02-26,4,0.88,87.6
EMP00091,Change Management,leadership,2024-02-06,40,0.93,73.4
EMP00091,Coaching Skills,leadership,2024-02-16,24,0.95,98.9
EMP00091,Negotiation,soft_skills,2024-02-06,40,0.95,86.6
EMP00092,SQL Advanced,technical,2024-02-18,8,0.96,70.0
EMP00092,Leadership Fundamental,leadership,2024-07-13,4,0.76,87.5
EMP00092,Change Management,leadership,2024-03-31,4,0.82,85.7
EMP00093,Leadership Fundamental,leadership,2024-07-27,4,0.83,86.4
EMP00093,Presentation,soft_skills,2024-03-24,8,0.68,84.4
EMP00093,SQL Advanced,technical,2024-06-12,8,0.85,83.4
EMP00094,Data Privacy,compliance,2024-03-25,16,0.73,82.2
EMP00094,SQL Advanced,technical,2024-04-25,4,0.46,61.7
EMP00094,Cybersecurity Basics,technical,2024-03-28,8,0.65,91.9
EMP00094,Presentation,soft_skills,2024-05-22,40,0.64,89.4
EMP00094,Anti-Fraud,compliance,2024-03-21,4,0.77,71.6
EMP00095,Strategic Thinking,leadership,2024-08-23,8,0.86,78.4
EMP00095,Time Management,soft_skills,2024-09-02,40,0.78,93.1
EMP00095,Coaching Skills,leadership,2024-02-17,16,0.85,71.9
EMP00096,Communication,soft_skills,2024-06-19,40,0.77,66.6
EMP00097,Communication,soft_skills,2024-11-09,40,0.95,70.0
EMP00098,Health & Safety,compliance,2024-01-20,24,0.93,74.1
EMP00099,Cybersecurity Basics,technical,2024-08-08,4,0.95,83.2
EMP00099,Health & Safety,compliance,2024-04-03,40,0.7,73.2
EMP00099,Negotiation,soft_skills,2024-01-10,8,0.72,73.9
EMP00100,Change Management,leadership,2024-02-01,4,0.68,87.9
EMP00100,Cloud Computing,technical,2024-04-02,8,0.87,81.0
EMP00100,Time Management,soft_skills,2024-12-24,24,0.79,87.1
EMP00101,Python for Data,technical,2024-07-08,8,0.73,77.6
EMP00101,Strategic Thinking,leadership,2024-12-01,8,0.61,95.5
EMP00102,Coaching Skills,leadership,2024-10-22,8,0.93,94.0
EMP00102,Leadership Fundamental,leadership,2024-12-23,24,0.94,48.9
EMP00102,Cloud Computing,technical,2024-05-31,16,0.91,87.4
EMP00102,SQL Advanced,technical,2024-02-19,16,0.86,60.3
EMP00102,Negotiation,soft_skills,2024-12-15,16,0.79,69.5
EMP00103,Change Management,leadership,2024-12-30,16,0.92,75.7
EMP00103,Time Management,soft_skills,2024-08-13,4,0.94,72.6
EMP00103,Python for Data,technical,2024-10-19,40,0.7,70.4
EMP00104,Python for Data,technical,2024-10-21,8,0.91,85.4
EMP00104,Python for Data,technical,2024-11-18,24,0.9,96.1
EMP00104,SQL Advanced,technical,2024-07-24,24,0.73,83.4
EMP00105,Communication,soft_skills,2024-04-24,8,0.82,73.1
EMP00105,Coaching Skills,leadership,2024-07-04,8,0.72,77.4
EMP00105,Code of Conduct,compliance,2024-03-14,4,0.83,66.3
EMP00105,Leadership Fundamental,leadership,2024-09-27,16,0.97,79.0
EMP00105,Communication,soft_skills,2024-11-16,24,0.78,78.2
EMP00106,Coaching Skills,leadership,2024-01-24,40,0.8,84.8
EMP00107,SQL Advanced,technical,2024-07-11,24,0.7,83.2
EMP00107,Time Management,soft_skills,2024-04-30,24,0.99,80.2
EMP00108,Cloud Computing,technical,2024-10-23,16,0.96,68.4
EMP00109,Anti-Fraud,compliance,2024-11-25,8,0.6,86.0
EMP00109,SQL Advanced,technical,2024-04-19,24,0.86,84.2
EMP00110,Change Management,leadership,2024-01-30,40,0.91,39.5
EMP00110,Presentation,soft_skills,2024-05-14,4,0.97,73.5
EMP00110,Change Management,leadership,2024-12-19,24,0.83,62.3
EMP00111,Strategic Thinking,leadership,2024-12-16,40,0.71,76.6
EMP00111,Code of Conduct,compliance,2024-07-09,40,0.89,88.1
EMP00111,Coaching Skills,leadership,2024-01-18,8,0.73,83.3
EMP00112,Change Management,leadership,2024-08-26,16,0.96,62.7
EMP00112,Change Management,leadership,2024-01-15,24,0.89,95.4
EMP00112,Negotiation,soft_skills,2024-04-27,40,0.71,74.1
EMP00112,Cybersecurity Basics,technical,2024-08-06,8,0.91,74.7
EMP00113,Code of Conduct,compliance,2024-10-16,40,0.73,82.0
EMP00114,SQL Advanced,technical,2024-07-26,40,0.9,80.5
EMP00114,Leadership Fundamental,leadership,2024-07-01,4,0.9,36.6
EMP00115,Strategic Thinking,leadership,2024-08-12,8,0.84,68.2
EMP00115,Cloud Computing,technical,2024-06-13,8,0.72,51.7
EMP00116,Negotiation,soft_skills,2024-01-27,8,0.94,85.3
EMP00116,Cybersecurity Basics,technical,2024-03-27,8,0.75,77.6
EMP00116,Data Privacy,compliance,2024-11-20,16,0.78,74.3
EMP00116,Leadership Fundamental,leadership,2024-02-09,16,0.84,86.1
EMP00117,Health & Safety,compliance,2024-11-16,4,0.84,94.7
EMP00117,Time Management,soft_skills,2024-02-04,24,0.79,47.1
EMP00117,Cybersecurity Basics,technical,2024-06-03,24,0.83,38.2
EMP00117,Anti-Fraud,compliance,2024-02-25,24,0.88,76.2
EMP00117,Health & Safety,compliance,2024-10-30,4,0.72,79.6
EMP00118,Health & Safety,compliance,2024-07-17,40,0.48,54.2
EMP00118,Time Management,soft_skills,2024-08-23,8,0.79,84.0
EMP00118,Cloud Computing,technical,2024-11-09,4,0.77,75.9
EMP00118,Coaching Skills,leadership,2024-02-25,40,0.77,82.3
EMP00119,Health & Safety,compliance,2024-07-06,8,0.77,73.5
EMP00119,Data Privacy,compliance,2024-09-14,16,0.98,73.2
EMP00119,Anti-Fraud,compliance,2024-12-16,24,0.9,66.7
EMP00120,Negotiation,soft_skills,2024-04-09,8,0.86,62.5
EMP00120,Strategic Thinking,leadership,2024-11-02,4,0.71,78.6
EMP00121,Leadership Fundamental,leadership,2024-04-12,4,0.89,83.0
EMP00121,Communication,soft_skills,2024-04-29,24,0.69,74.1
EMP00121,Change Management,leadership,2024-01-15,16,0.68,70.0
EMP00121,Communication,soft_skills,2024-04-13,16,0.8,72.0
EMP00121,Presentation,soft_skills,2024-01-30,8,0.65,70.5
EMP00122,Presentation,soft_skills,2024-07-31,40,0.47,48.7
EMP00122,Data Privacy,compliance,2024-04-13,40,0.82,91.9
EMP00122,Coaching Skills,leadership,2024-11-02,40,0.83,43.2
EMP00122,Communication,soft_skills,2024-02-08,8,0.89,74.8
EMP00122,Time Management,soft_skills,2024-07-20,8,0.64,61.9
EMP00123,Coaching Skills,leadership,2024-03-20,8,0.79,81.0
EMP00123,Negotiation,soft_skills,2024-07-12,4,0.68,17.2
EMP00123,Coaching Skills,leadership,2024-01-27,8,0.95,57.5
EMP00123,Anti-Fraud,compliance,2024-06-04,4,0.9,41.4
EMP00124,Coaching Skills,leadership,2024-05-02,4,0.87,76.0
EMP00124,Communication,soft_skills,2024-11-27,4,0.75,83.0
EMP00124,Presentation,soft_skills,2024-06-07,8,0.98,84.0
EMP00125,Leadership Fundamental,leadership,2024-03-27,4,0.49,46.3
EMP00125,SQL Advanced,technical,2024-07-15,8,0.77,74.6
EMP00125,Presentation,soft_skills,2024-07-25,8,0.76,81.9
EMP00125,Negotiation,soft_skills,2024-10-17,24,0.85,76.2
EMP00125,Health & Safety,compliance,2024-02-15,4,0.68,57.1
EMP00126,Data Privacy,compliance,2024-06-09,40,0.81,91.2
EMP00126,Change Management,leadership,2024-06-26,40,0.87,84.3
EMP00126,Cybersecurity Basics,technical,2024-10-07,8,0.9,63.8
EMP00126,Data Privacy,compliance,2024-03-02,8,0.89,90.1
EMP00126,Health & Safety,compliance,2024-06-23,4,0.73,90.8
EMP00127,Leadership Fundamental,leadership,2024-08-03,16,0.92,64.1
EMP00127,Time Management,soft_skills,2024-09-16,24,0.9,71.9
EMP00128,Code of Conduct,compliance,2024-07-19,24,0.85,90.8
EMP00128,Cloud Computing,technical,2024-10-12,24,0.83,70.0
EMP00128,Cloud Computing,technical,2024-01-01,16,0.74,62.9
