employee_id,flight_risk_score,is_flight_risk_sim
EMP00081,0.00851534784999366,0
EMP00082,0.0016563121677689707,0
EMP00083,0.0038152894115471305,0
EMP00084,0.012260748916648422,0
EMP00085,0.029712532109762147,0
EMP00086,0.006671769374158758,0
EMP00087,0.010666232609326825,0
EMP00088,0.04266976918879846,0
EMP00089,0.9360023996037813,1
EMP00090,0.9602753230263268,1
EMP00091,0.008818254002735292,0
EMP00092,0.0007887280525189141,0
EMP00093,0.0025364353646119666,0
EMP00094,0.9421088794504654,1
EMP00095,0.0027110670197101694,0
EMP00096,0.007651068563910068,0
EMP00097,0.001214037280569864,0
EMP00098,0.0012321101635048748,0
EMP00099,0.00974978230983203,0
EMP00100,0.013244925922244927,0
EMP00101,0.046501385791248094,0
EMP00102,0.004445584789116876,0
EMP00103,0.001315147689419962,0
EMP00104,0.0010979126425875816,0
EMP00105,0.9482653685219975,1
EMP00106,0.033260578348788074,0
EMP00107,0.004456810853267834,0
EMP00108,0.9343987764846354,1
EMP00109,0.9461766158420498,1
EMP00110,0.005581350243919225,0
EMP00111,0.009038616507974108,0
EMP00112,0.0023343964682124053,0
EMP00113,0.9923012339334215,1
EMP00114,0.04246909958974889,0
EMP00115,0.8920876946442238,1
EMP00116,0.001838471684529559,0
EMP00117,0.027472498186625702,0
EMP00118,0.006747607005260565,0
EMP00119,0.003190097870701018,0
EMP00120,0.0036117827752692394,0
EMP00121,0.007497544468539034,0
EMP00122,0.006866130139085741,0
EMP00123,0.002242202327198129,0
EMP00124,0.0016003762749716738,0
EMP00125,0.015012414025195077,0
EMP00126,0.9889690865854615,1
EMP00127,0.00393847927141907,0
EMP00128,0.0019409068501858378,0
EMP00129,0.9626313512985534,1
EMP00130,0.012145094520300454,0
EMP00131,0.0004923726924495163,0
EMP00132,0.014523336138297142,0
EMP00133,0.027819078026908285,0
EMP00134,0.005363619104931238,0
EMP00135,0.005228842860986739,0
EMP00136,0.01238457349854279,0
EMP00137,0.0055923049824790055,0
EMP00138,0.9505676518631012,1
EMP00139,0.9935019029900236,1
EMP00140,0.0077412591310412225,0
EMP00141,0.9494770265873452,1
EMP00142,0.9915092349077478,1
EMP00143,0.015227820994524304,0
EMP00144,0.009831701878111696,0
EMP00145,0.0012582065316156567,0
EMP00146,0.0005836675541369804,0
EMP00147,0.014572658383151124,0
EMP00148,0.006122546113227747,0
EMP00149,0.9756337292327343,1
EMP00150,0.022045177567417525,0
EMP00151,0.0015278586765105884,0
EMP00152,0.005943108964602198,0
EMP00153,0.011085446934556578,0
EMP00154,0.0112112061283312,0
EMP00155,0.013092475988329699,0
EMP00156,0.014834369201871688,0
EMP00157,0.006445696454699635,0
EMP00158,0.021679718667210086,0
EMP00159,0.001990571156391752,0
EMP00160,0.049407481910789794,0
EMP00161,0.019120735161787118,0
EMP00162,0.002564277850405798,0
EMP00163,0.006373936616418702,0
EMP00164,0.9139190870537324,1
EMP00165,0.005911297267079872,0
EMP00166,0.9583227177226951,1
EMP00167,0.0006713074660581692,0
EMP00168,0.8552521456077546,1
EMP00169,0.012618297850701699,0
EMP00170,0.023754897864550567,0
EMP00171,0.9519706172940104,1
EMP00172,0.0007319058345542032,0
EMP00173,0.0024219562554975396,0
EMP00174,0.017693033505719033,0
EMP00175,0.009929579040594473,0
EMP00176,0.9557371739583612,1
EMP00177,0.037561133573856945,0
EMP00178,0.01887791374889152,0
EMP00179,0.9610203617755773,1
EMP00180,0.0021311967955780563,0
EMP00181,0.9523100929241447,1
EMP00182,0.04345718520428052,0
EMP00183,0.028309272828817508,0
EMP00184,0.002863144943015082,0
EMP00185,0.03282081380854689,0
EMP00186,0.008230283050888196,0
EMP00187,0.0026280445373911784,0
EMP00188,0.010653404303240596,0
EMP00189,0.0250023291263367,0
EMP00190,0.02745211166032854,0
EMP00191,0.0014249036594786851,0
EMP00192,0.001670290281070063,0
EMP00193,0.009898543869403913,0
EMP00194,0.01578569042763992,0
EMP00195,0.005228611389567097,0
EMP00196,0.02831390603743822,0
EMP00197,0.006130108973614641,0
EMP00198,0.005521557134211223,0
EMP00199,0.9392252347844159,1
EMP00200,0.00217389161366458,0
EMP00201,0.0016476345223901576,0
EMP00202,0.003097235623676725,0
EMP00203,0.0023126787304870756,0
EMP00204,0.0034609621061704125,0
EMP00205,0.9395136099008512,1
EMP00206,0.008634410426944301,0
EMP00207,0.0025229326647893996,0
EMP00208,0.016822456580973737,0
EMP00209,0.021412295948728177,0
EMP00210,0.01147023310642713,0
EMP00211,0.9915940900443883,1
EMP00212,0.009343547852315346,0
EMP00213,0.0016804770578208567,0
EMP00214,0.0003023569137503061,0
EMP00215,0.004069233780777186,0
EMP00216,0.00039315280584727977,0
EMP00217,0.0035931703160063566,0
EMP00218,0.9945565663181523,1
EMP00219,0.0005483401582142471,0
EMP00220,0.00834094268954629,0
EMP00221,0.0032778139264152775,0
EMP00222,0.002087971512078526,0
EMP00223,0.011822905287638824,0
EMP00224,0.012122177491665687,0
EMP00225,0.008938193255106665,0
EMP00226,0.0031393368000036874,0
EMP00227,0.9811874073705963,1
EMP00228,0.9814043952648234,1
EMP00229,0.0020495659948349346,0
EMP00230,0.0009273305590176016,0
EMP00231,0.0008964058063769904,0
EMP00232,0.017107834500730362,0
EMP00233,0.006312573187510383,0
EMP00234,0.0016326549101731646,0
EMP00235,0.9887936833561711,1
EMP00236,0.9880492257542817,1
EMP00237,0.9212456409646119,1
EMP00238,0.000640536826911774,0
EMP00239,0.000612436589803006,0
EMP00240,0.00807741595788099,0
EMP00241,0.01222445473137893,0
EMP00242,0.003297709593051928,0
EMP00243,0.01118662150377456,0
EMP00244,0.014006144383514484,0
EMP00245,0.006033450495511933,0
EMP00246,0.004023058304183125,0
EMP00247,0.00445905205704729,0
EMP00248,0.014389589126548438,0
EMP00249,0.03441474803965817,0
EMP00250,0.0024767789843601934,0
EMP00251,0.025535513362814594,0
EMP00252,0.0008936971401238623,0
EMP00253,0.9785407366150063,1
EMP00254,0.011108335526524392,0
EMP00255,0.012615527433557469,0
EMP00256,0.003391834148977195,0
EMP00257,0.00371290320197426,0
EMP00258,0.003895657929806507,0
EMP00259,0.00841176228796535,0
EMP00260,0.0072509251498551214,0
EMP00261,0.006076448675788435,0
EMP00262,0.005341640954502547,0
EMP00263,0.010009735911735046,0
EMP00264,0.01713756401284926,0
EMP00265,0.02228693786316229,0
EMP00266,0.019475420406792184,0
EMP00267,0.0011814168837533663,0
EMP00268,0.9884184594668992,1
EMP00269,0.0004806431010942233,0
EMP00270,0.9939848302589567,1
EMP00271,0.006706256336490406,0
EMP00272,0.008455464990621464,0
EMP00273,0.0024296831853584636,0
EMP00274,0.005538183006773941,0
EMP00275,0.01711054625149717,0
EMP00276,0.9910949762564791,1
EMP00277,0.011724755355228881,0
EMP00278,0.8997868475304827,1
EMP00279,0.006637036262643154,0
EMP00280,0.005865029290802179,0
EMP00281,0.0010125736182810701,0
EMP00282,0.007497451145226901,0
EMP00283,0.008362762198797863,0
EMP00284,0.005271045471674702,0
EMP00285,0.0014572048958401715,0
EMP00286,0.0009751882110342796,0
EMP00287,0.013735865512567997,0
EMP00288,0.0042816920022819395,0
EMP00289,0.93752695653874,1
EMP00290,0.0027387359021347987,0
EMP00291,0.968290979761113,1
EMP00292,0.0032922135330832876,0
EMP00293,0.0007978134171590728,0
EMP00294,0.006071369882605776,0
EMP00295,0.008929066408557909,0
EMP00296,0.010812603834964825,0
EMP00297,0.011179294479069592,0
EMP00298,0.0027819845478424788,0
EMP00299,0.003754779966741357,0
EMP00300,0.0011542057586647243,0
EMP00301,0.8985079460143061,1
EMP00302,0.027275302125337554,0
EMP00303,0.005390518923105417,0
EMP00304,0.012351666186101132,0
EMP00305,0.002991573882840021,0
EMP00306,0.0006129201048214627,0
EMP00307,0.000492093780177606,0
EMP00308,0.001205094736331957,0
EMP00309,0.0018919022698501299,0
EMP00310,0.9251588486352881,1
EMP00311,0.9204863125209606,1
EMP00312,0.01725276401782241,0
EMP00313,0.0014193980147668799,0
EMP00314,0.0023621911210825277,0
EMP00315,0.018953441966629535,0
EMP00316,0.8469486258264409,1
EMP00317,0.0016184884278379699,0
EMP00318,0.9985099353592098,1
EMP00319,0.0004993549398400426,0
EMP00320,0.01209499470057329,0
EMP00321,0.011594055664726875,0
EMP00322,0.002277822900081114,0
EMP00323,0.007761077902217186,0
EMP00324,0.005513394599041804,0
EMP00325,0.0030457343485808487,0
EMP00326,0.9776517973054656,1
EMP00327,0.014266107484931902,0
EMP00328,0.9705584512746472,1
EMP00329,0.007643017705048959,0
EMP00330,0.0017144368889084201,0
EMP00331,0.0013483375808944335,0
EMP00332,0.9299687896025346,1
EMP00333,0.009852179528277922,0
EMP00334,0.0009506686758569664,0
EMP00335,0.00841728160375688,0
EMP00336,0.015394514667245911,0
EMP00337,0.004802797784320808,0
EMP00338,0.0010785433011189054,0
EMP00339,0.012060941313097933,0
EMP00340,0.004764740600631855,0
EMP00341,0.020695743062669154,0
EMP00342,0.002244802143151078,0
EMP00343,0.005722305669965831,0
EMP00344,0.9307797447233452,1
EMP00345,0.0019151849033857977,0
EMP00346,0.027390778038692623,0
EMP00347,0.020712188940528748,0
EMP00348,0.0005227814949070212,0
EMP00349,0.9559717822689314,1
EMP00350,0.020382742239967964,0
EMP00351,0.005725966182705444,0
EMP00352,0.014139925661668998,0
EMP00353,0.0031253760578037774,0
EMP00354,0.026995088869436433,0
EMP00355,0.8780512080281146,1
EMP00356,0.0033919396668579496,0
EMP00357,0.9847934645106433,1
EMP00358,0.00031546643833294197,0
EMP00359,0.03491247619414545,0
EMP00360,0.018010721638404763,0
EMP00361,0.0045921432463459245,0
EMP00362,0.9856148525720052,1
EMP00363,0.9989865988242242,1
EMP00364,0.021355735389287017,0
EMP00365,0.9542885510366863,1
EMP00366,0.0025307883545199143,0
EMP00367,0.9605079603307268,1
EMP00368,0.0042819315615110565,0
EMP00369,0.004993862668209318,0
EMP00370,0.9996990899223703,1
EMP00371,0.00791311563029254,0
EMP00372,0.009740804856879911,0
EMP00373,0.04681863847340244,0
EMP00374,0.005123683130127806,0
EMP00375,0.0026832649065901353,0
EMP00376,0.01863717136729258,0
EMP00377,0.005636887615366874,0
EMP00378,0.004342400562949697,0
EMP00379,0.00418858297594012,0
EMP00380,0.0007073674631730789,0
EMP00381,0.9707254371912099,1
EMP00382,0.006263334936060909,0
EMP00383,0.01127163193970395,0
EMP00384,0.013596966425231245,0
EMP00385,0.9909067906775687,1
EMP00386,0.00512151205001961,0
EMP00387,0.023744894642512063,0
EMP00388,0.03423379626641699,0
EMP00389,0.9474139923514227,1
EMP00390,0.9245503390009636,1
EMP00391,0.014885702632029109,0
EMP00392,0.002186963274695744,0
EMP00393,0.0006869879208179524,0
EMP00394,0.007917030948413378,0
EMP00395,0.01764314817946184,0
EMP00396,0.004353017147065424,0
EMP00397,0.0082553018059937,0
EMP00398,0.014007794951324752,0
EMP00399,0.9990203876807118,1
EMP00400,0.008814364013533586,0
EMP00401,0.005743303769943875,0
EMP00402,0.00777637684207006,0
EMP00403,0.00826551435882393,0
EMP00404,0.02785109598995771,0
EMP00405,0.003945500486131113,0
EMP00406,0.026624800722790998,0
EMP00407,0.01428813519060901,0
EMP00408,0.9432989586894015,1
EMP00409,0.0020527747443658054,0
EMP00410,0.9929056504669652,1
EMP00411,0.038892457360259654,0
EMP00412,0.006320594615050218,0
EMP00413,0.03854757831995774,0
EMP00414,0.00891692362145171,0
EMP00415,0.9745941016923608,1
EMP00416,0.9467719946544263,1
EMP00417,0.9663192150971407,1
EMP00418,0.012411217856294454,0
EMP00419,0.973049286124914,1
EMP00420,0.008318774437572203,0
EMP00421,0.000690334529977455,0
EMP00422,0.029471063543009355,0
EMP00423,0.9146144191204458,1
EMP00424,0.011563314287581691,0
EMP00425,0.004090185389518291,0
EMP00426,0.03994930685352033,0
EMP00427,0.9618207999191987,1
EMP00428,0.8898212635380962,1
EMP00429,0.9743823159778704,1
EMP00430,0.9467784469837135,1
EMP00431,0.9994947915966879,1
EMP00432,0.029426335802421873,0
EMP00433,0.009920232608557004,0
EMP00434,0.028663948970398416,0
EMP00435,0.006412379668723088,0
EMP00436,0.0055456900661099585,0
EMP00437,0.013883274952379378,0
EMP00438,0.002011192484354664,0
EMP00439,0.978965435538357,1
EMP00440,0.003157834842891787,0
EMP00441,0.0030692470804813844,0
EMP00442,0.004735390636289926,0
EMP00443,0.9776851797089081,1
EMP00444,0.005081414771959103,0
EMP00445,0.01536130628555934,0
EMP00446,0.009446727774031632,0
EMP00447,0.9956899096017772,1
EMP00448,0.004338311568252444,0
EMP00449,0.9957504893757108,1
EMP00450,0.016796353991378597,0
EMP00451,0.009344450365034415,0
EMP00452,0.003922880807827549,0
EMP00453,0.002060031319111149,0
EMP00454,0.010108923663806405,0
EMP00455,0.9998256102952543,1
EMP00456,0.0005736953364835735,0
EMP00457,0.009548052182243468,0
EMP00458,0.001827411834652321,0
EMP00459,0.0044427120520287855,0
EMP00460,0.9882905324503053,1
EMP00461,0.00960729826065929,0
EMP00462,0.9932733957729842,1
EMP00463,0.0025106727694067864,0
EMP00464,0.009652821425217378,0
EMP00465,0.01539678153789577,0
EMP00466,0.02798738090673462,0
EMP00467,0.0025044065700648203,0
EMP00468,0.9768916016604277,1
EMP00469,0.0007651361442734423,0
EMP00470,0.9846320607315029,1
EMP00471,0.005289203083726957,0
EMP00472,0.8843324043851447,1
EMP00473,0.0016667670432465437,0
EMP00474,0.9968012090450186,1
EMP00475,0.9998633785286443,1
EMP00476,0.0032175381101943847,0
EMP00477,0.9283605381590785,1
EMP00478,0.9315483858805951,1
EMP00479,0.003134795267050971,0
EMP00480,0.03151477313336913,0
EMP00481,0.0021966378565862472,0
EMP00482,0.03694920250996352,0
EMP00483,0.0012315249718417916,0
EMP00484,0.9932608475579807,1
EMP00485,0.007007239595515127,0
EMP00486,0.007758039377918586,0
EMP00487,0.001878677961279072,0
EMP00488,0.9601237879253108,1
EMP00489,0.0029157438175506805,0
EMP00490,0.00452277423208839,0
EMP00491,0.0023173997912319796,0
EMP00492,0.0004385990490981782,0
EMP00493,0.0016725482477441406,0
EMP00494,0.0027167336825388725,0
EMP00495,0.009932885263085636,0
EMP00496,0.054722990434777956,0
EMP00497,0.001720501976887761,0
EMP00498,0.004083639660350688,0
EMP00499,0.014666782667390873,0
EMP00500,0.0016074070628961472,0
EMP00501,0.007777675417846192,0
EMP00502,0.002273038979955252,0
EMP00503,0.01341537706429825,0
EMP00504,0.01488818127806194,0
EMP00505,0.009256206937934237,0
EMP00506,0.005735185050457811,0
EMP00507,0.016039159955858633,0
EMP00508,0.011797070330835695,0
EMP00509,0.0018683275641149827,0
EMP00510,0.0038422062565995055,0
EMP00511,0.00042429392937039646,0
EMP00512,0.010316656527562806,0
EMP00513,0.002009648688410588,0
EMP00514,0.0025467708733664797,0
EMP00515,0.9942141077632372,1
EMP00516,0.0021663033742944423,0
EMP00517,0.003823502434605298,0
EMP00518,0.00621635985867485,0
EMP00519,0.000489743202147689,0
EMP00520,0.0012332983581847998,0
EMP00521,0.007857214855849068,0
EMP00522,0.00879196320497235,0
EMP00523,0.008408416407410886,0
EMP00524,0.8171591663760099,1
EMP00525,0.003561691344453965,0
EMP00526,0.0006465309924458409,0
EMP00527,0.02354256817621907,0
EMP00528,0.008824460718275898,0
EMP00529,0.0012379736874536661,0
EMP00530,0.009539571324652931,0
EMP00531,0.0006576064022119286,0
EMP00532,0.014027554153186772,0
EMP00533,0.007850837106496804,0
EMP00534,0.002781148994517809,0
EMP00535,0.005443556596835418,0
EMP00536,0.01406859627350871,0
EMP00537,0.0035105744471585552,0
EMP00538,0.00827607194028944,0
EMP00539,0.0011476441769689197,0
EMP00540,0.030667134968944756,0
EMP00541,0.00873248393995094,0
EMP00542,0.0024608471093370506,0
EMP00543,0.0013930108973188022,0
EMP00544,0.0008623154727641801,0
EMP00545,0.04196844391383502,0
EMP00546,0.0007787575830043531,0
EMP00547,0.9213441908100771,1
EMP00548,0.0054392036345192775,0
EMP00549,0.011140171450223346,0
EMP00550,0.007206069992046287,0
EMP00551,0.039156140716620665,0
EMP00552,0.0021238195528536312,0
EMP00553,0.0013750134317901644,0
EMP00554,0.012154517430237885,0
EMP00555,0.008698979077295988,0
EMP00556,0.000298098013026558,0
EMP00557,0.004631343877999138,0
EMP00558,0.0011221064998497823,0
EMP00559,0.0010801938362772928,0
EMP00560,0.010323221625054745,0
EMP00561,0.0037955070727386853,0
EMP00562,0.0004936845314206318,0
EMP00563,0.002628086589246963,0
EMP00564,0.966107889852222,1
EMP00565,0.007710747547478969,0
EMP00566,0.014173537760511886,0
EMP00567,0.0011243063054322668,0
EMP00568,0.005064696229481245,0
EMP00569,0.00220107325223785,0
EMP00570,0.0048312427544634886,0
EMP00571,0.005119356351988588,0
EMP00572,0.012377087048453615,0
EMP00573,0.007887377073080409,0
EMP00574,0.00039632262820686565,0
EMP00575,0.002983855871860458,0
EMP00576,0.002895048161756599,0
EMP00577,0.0008901898114282441,0
EMP00578,0.0032766926449598077,0
EMP00579,0.0012119457955441276,0
EMP00580,0.0015826992100754958,0
EMP00581,0.002289304403340495,0
EMP00582,0.005629368239318623,0
EMP00583,0.008296709964913048,0
EMP00584,0.0001927446908262041,0
EMP00585,0.0051617710866127715,0
EMP00586,0.9953336419194488,1
EMP00587,0.9899351951115399,1
EMP00588,0.0008953233777178821,0
EMP00589,0.0027782632239720874,0
EMP00590,0.008658468673522548,0
EMP00591,0.0443608308149206,0
EMP00592,0.003145053897149666,0
EMP00593,0.007583307799082897,0
EMP00594,0.003993630154109102,0
EMP00595,0.023604065661781637,0
EMP00596,0.011018845087976674,0
EMP00597,0.002402279410976205,0
EMP00598,0.006614387616712088,0
EMP00599,0.002408757415917527,0
EMP00600,0.002469223755599034,0
EMP00601,0.024413731825555226,0
EMP00602,0.0008961211431925931,0
EMP00603,0.8650880322205416,1
EMP00604,0.0008361530727921696,0
EMP00605,0.003443772937039355,0
EMP00606,0.001197922496240383,0
EMP00607,0.04572859736178989,0
EMP00608,0.8565175391876774,1
EMP00609,0.004080488650122129,0
EMP00610,0.9415810974256432,1
EMP00611,0.0026948197284750795,0
EMP00612,0.00144954394863221,0
EMP00613,0.011339786824002884,0
EMP00614,0.9707740235926912,1
EMP00615,0.003818742658943976,0
EMP00616,0.009813100848666899,0
EMP00617,0.9363293566717589,1
EMP00618,0.004298791957903188,0
EMP00619,0.974922676102746,1
EMP00620,0.986345099872618,1
EMP00621,0.001499623539487895,0
EMP00622,0.006647836602396217,0
EMP00623,0.9737509625271975,1
EMP00624,0.029082634425616666,0
EMP00625,0.006389310359053039,0
EMP00626,0.9782105940314655,1
EMP00627,0.004489146217025355,0
EMP00628,0.014048418357853481,0
EMP00629,0.017328390905256643,0
EMP00630,0.006299381375652558,0
EMP00631,0.0036211426109231466,0
EMP00632,0.00536548200095642,0
EMP00633,0.01727774878707789,0
EMP00634,0.02135743104222935,0
EMP00635,0.010040514701490106,0
EMP00636,0.006520165855823895,0
EMP00637,0.015240856314216046,0
EMP00638,0.030520066196846524,0
EMP00639,0.0007389574779952112,0
EMP00640,0.015511927644324363,0
EMP00641,0.0004891054691339359,0
EMP00642,0.0075540301782922505,0
EMP00643,0.016447727585275473,0
EMP00644,0.019164422678393356,0
EMP00645,0.0011310324431478265,0
EMP00646,0.9951952806094146,1
EMP00647,0.0032448088293372153,0
EMP00648,0.023246413451376794,0
EMP00649,0.9918438157957282,1
EMP00650,0.01113103894113132,0
EMP00651,0.0007669172845620477,0
EMP00652,0.009000549806383346,0
EMP00653,0.000596699860499817,0
EMP00654,0.003649268392883124,0
EMP00655,0.0014059972754536098,0
EMP00656,0.006061850048386945,0
EMP00657,0.01775517678552551,0
EMP00658,0.005213755697399489,0
EMP00659,0.00034919799623414535,0
EMP00660,0.029073900485608786,0
EMP00661,0.014303364228740996,0
EMP00662,0.9861594619477728,1
EMP00663,0.00207795102540723,0
EMP00664,0.016980232058751224,0
EMP00665,0.00208647829541768,0
EMP00666,0.005112247933939153,0
EMP00667,0.004549401711115802,0
EMP00668,0.005748239959009508,0
EMP00669,0.006092827383439871,0
EMP00670,0.00986388985454405,0
EMP00671,0.9425339887114067,1
EMP00672,0.9865806986263023,1
EMP00673,0.0037799720063332416,0
EMP00674,0.9795187566167746,1
EMP00675,0.0007435636635091938,0
EMP00676,0.9937181654401259,1
EMP00677,0.004108931768533401,0
EMP00678,0.006687069211631218,0
EMP00679,0.0007841164263952612,0
EMP00680,0.00060242782692807,0
EMP00681,0.00037415613997617534,0
EMP00682,0.0008328694671296462,0
EMP00683,0.007420179927445016,0
EMP00684,0.0008531211219276375,0
EMP00685,0.008615445906058374,0
EMP00686,0.003342563665428045,0
EMP00687,0.0061568287316041345,0
EMP00688,0.008275165828022724,0
EMP00689,0.02519030661195546,0
EMP00690,0.0039510055128584316,0
EMP00691,0.000797687941320498,0
EMP00692,0.022348939615455397,0
EMP00693,0.006656165747671011,0
EMP00694,0.0037950722821106426,0
EMP00695,0.02170088730123785,0
EMP00696,0.005614680366327962,0
EMP00697,0.006824348185396196,0
EMP00698,0.00313367326378501,0
EMP00699,0.0013413594803019097,0
EMP00700,0.9698448379308454,1
EMP00701,0.01260226885773023,0
EMP00702,0.9056780701901124,1
EMP00703,0.003085504318557495,0
EMP00704,0.023761318465186646,0
EMP00705,0.03827427420338154,0
EMP00706,0.9946202530471373,1
EMP00707,0.9966592564401013,1
EMP00708,0.0005702178468088411,0
EMP00709,0.9902425426974024,1
EMP00710,0.0011056049389736192,0
EMP00711,0.005057463055966496,0
EMP00712,0.010023831014098926,0
EMP00713,0.9804599066560061,1
EMP00714,0.013863475759337749,0
EMP00715,0.998446430353479,1
EMP00716,0.9239762626338088,1
EMP00717,0.9717130698153216,1
EMP00718,0.005109582355104552,0
EMP00719,0.019223320009863345,0
EMP00720,0.002570572693654189,0
EMP00721,0.0023990967817797116,0
EMP00722,0.03742888697768111,0
EMP00723,0.9836394741502548,1
EMP00724,0.008428103820458704,0
EMP00725,0.006146951903475213,0
EMP00726,0.014234159665967472,0
EMP00727,0.0012777538240711127,0
EMP00728,0.9441564504390274,1
EMP00729,0.005090681086437441,0
EMP00730,0.010277287398291852,0
EMP00731,0.029965180070047608,0
EMP00732,0.9789972349977321,1
EMP00733,0.9790173910123496,1
EMP00734,0.00609045489946506,0
EMP00735,0.028575991191117322,0
EMP00736,0.004937798039790892,0
EMP00737,0.922872097005571,1
EMP00738,0.9937248343600623,1
EMP00739,0.044092677044391036,0
EMP00740,0.9962348653199283,1
EMP00741,0.9996181053511797,1
EMP00742,0.9923981785431779,1
EMP00743,0.004845605010736656,0
EMP00744,0.01659272857204479,0
EMP00745,0.010010562847686389,0
EMP00746,0.0009518036833634082,0
EMP00747,0.01788625189583588,0
EMP00748,0.9650187565867492,1
EMP00749,0.940806440885764,1
EMP00750,0.03889023160946013,0
EMP00751,0.00034800800287164294,0
EMP00752,0.0006841914565858849,0
EMP00753,0.0036193803458016093,0
EMP00754,0.0183830888741826,0
EMP00755,0.0012589914870807706,0
EMP00756,0.043435990594104905,0
EMP00757,0.0039260480328901426,0
EMP00758,0.009471063592038219,0
EMP00759,0.002035473580387633,0
EMP00760,0.002738150309632855,0
EMP00761,0.016417084814614926,0
EMP00762,0.000807342222644385,0
EMP00763,0.00042909202495228227,0
EMP00764,0.0014662207362953073,0
EMP00765,0.0018377305546529634,0
EMP00766,0.0006989910669309507,0
EMP00767,0.0060260286122113295,0
EMP00768,0.0008340404131590214,0
EMP00769,0.0009294779021848644,0
EMP00770,0.006375265050688597,0
EMP00771,0.001593356702574802,0
EMP00772,0.0019771348199530557,0
EMP00773,0.0004908480032319521,0
EMP00774,0.0021470122346190666,0
EMP00775,0.0029213269790072387,0
EMP00776,0.00482306357422509,0
EMP00777,0.0025888118877595004,0
EMP00778,0.0019603738330522197,0
EMP00779,0.0006783566355281263,0
EMP00780,0.002345681248111479,0
EMP00781,0.02680258302331129,0
EMP00782,0.9797648970462529,1
EMP00783,0.005838634901050021,0
EMP00784,0.019732688555995196,0
EMP00785,0.939202971600772,1
EMP00786,0.014934330702571762,0
EMP00787,0.9151078200743648,1
EMP00788,0.00110492081940598,0
EMP00789,0.9792850211594,1
EMP00790,0.023794303123315916,0
EMP00791,0.003892488829283749,0
EMP00792,0.013776165589515511,0
EMP00793,0.0035919659549210324,0
EMP00794,0.01729176523600618,0
EMP00795,0.03936059997022936,0
EMP00796,0.0066217739405549725,0
EMP00797,0.00040164415803576085,0
EMP00798,0.01610207354349176,0
EMP00799,0.0014143356812605916,0
EMP00800,0.007747557620668135,0
EMP00801,0.009364524311250682,0
EMP00802,0.9557992440088198,1
EMP00803,0.0024531776764139084,0
EMP00804,0.9884533372706875,1
EMP00805,0.00287529730518651,0
EMP00806,0.9920067918655919,1
EMP00807,0.015917722495604955,0
EMP00808,0.004593647767787357,0
EMP00809,0.0032196993064540504,0
EMP00810,0.931799991728523,1
