employee_id,community_id,department,job_level,engagement_score
EMP00077,72,Engineering,1,4.6
EMP00078,73,Engineering,4,4.4
EMP00079,74,Engineering,1,3.5
EMP00080,75,Engineering,1,2.0
EMP00081,76,Engineering,2,2.8
EMP00082,77,Engineering,2,3.4
EMP00083,52,Engineering,1,3.7
EMP00084,78,Engineering,2,3.9
EMP00085,79,Engineering,1,2.4
EMP00086,80,Engineering,1,3.1
EMP00087,81,Engineering,1,4.4
EMP00088,82,Engineering,1,2.3
EMP00089,49,Engineering,1,2.8
EMP00090,83,Engineering,3,2.3
EMP00091,84,Engineering,3,2.4
EMP00092,85,Engineering,1,3.7
EMP00093,86,Engineering,4,1.6
EMP00094,6,Engineering,2,3.2
EMP00095,87,Engineering,3,3.6
EMP00096,88,Engineering,1,3.6
EMP00097,6,Engineering,1,3.7
EMP00098,89,Engineering,1,2.8
EMP00099,90,Engineering,3,1.6
EMP00100,91,Engineering,3,4.9
EMP00101,92,Engineering,3,3.0
EMP00102,93,Engineering,3,3.1
EMP00103,94,Engineering,1,3.0
EMP00104,95,Engineering,3,2.8
EMP00105,96,Engineering,3,3.9
EMP00106,97,Engineering,2,2.4
EMP00107,98,Engineering,3,2.4
EMP00108,99,Engineering,1,3.8
EMP00109,77,Engineering,2,4.1
EMP00110,80,Engineering,1,3.6
EMP00111,100,Engineering,1,3.0
EMP00112,101,Engineering,1,3.9
EMP00113,102,Engineering,3,2.1
EMP00114,103,Engineering,4,3.4
EMP00115,104,Engineering,2,2.4
EMP00116,105,Engineering,2,3.4
EMP00117,106,Engineering,1,3.6
EMP00118,107,Engineering,3,2.9
EMP00119,80,Engineering,3,2.5
EMP00120,108,Engineering,2,3.1
EMP00121,109,Engineering,1,4.4
EMP00122,110,Engineering,1,3.5
EMP00123,38,Engineering,4,3.1
EMP00124,111,Engineering,4,4.8
EMP00125,112,Engineering,2,3.9
EMP00126,113,Engineering,3,3.6
EMP00127,114,Engineering,3,2.5
EMP00128,29,Engineering,1,3.0
EMP00129,115,Engineering,2,2.1
EMP00130,116,Engineering,2,2.7
EMP00131,117,Engineering,1,2.0
EMP00132,4,Engineering,2,3.0
EMP00133,118,Engineering,2,4.4
EMP00134,119,Engineering,2,2.8
EMP00135,120,Engineering,3,3.6
EMP00136,19,Engineering,2,3.4
EMP00137,50,Engineering,2,3.6
EMP00138,121,Engineering,1,4.1
EMP00139,122,Engineering,3,2.9
EMP00140,123,Engineering,1,3.6
EMP00141,124,Engineering,5,3.8
EMP00142,96,Engineering,2,3.3
EMP00143,125,Engineering,2,3.9
EMP00144,126,Engineering,1,3.8
EMP00145,127,Engineering,3,3.4
EMP00146,128,Engineering,3,4.5
EMP00147,129,Engineering,2,4.1
EMP00148,130,Engineering,2,3.9
EMP00149,131,Engineering,4,2.1
EMP00150,77,Engineering,2,3.5
EMP00151,132,Engineering,2,3.4
EMP00152,99,Engineering,1,3.0
EMP00153,133,Engineering,3,4.2
EMP00154,134,Engineering,1,2.6
EMP00155,135,Engineering,5,4.5
EMP00156,39,Engineering,2,3.1
EMP00157,136,Engineering,3,3.4
EMP00158,137,Engineering,1,4.4
EMP00159,138,Engineering,2,3.4
EMP00160,69,Engineering,3,2.9
EMP00161,139,Engineering,3,3.8
EMP00162,79,Engineering,3,2.7
EMP00163,140,Engineering,3,3.0
EMP00164,80,Engineering,3,3.6
EMP00165,141,Engineering,2,3.3
EMP00166,118,Engineering,1,3.0
EMP00167,142,Engineering,2,3.4
EMP00168,143,Engineering,2,3.7
EMP00169,144,Engineering,3,3.1
EMP00170,145,Engineering,1,2.3
EMP00171,146,Engineering,1,4.8
EMP00172,147,Engineering,2,3.4
EMP00173,49,Engineering,3,3.9
EMP00174,148,Engineering,2,3.9
EMP00175,149,Engineering,3,4.6
EMP00176,150,Engineering,1,3.5
EMP00177,151,Engineering,1,3.7
EMP00178,80,Engineering,1,2.2
EMP00179,152,Engineering,4,3.7
EMP00180,5,Engineering,3,3.1
EMP00181,153,Engineering,2,2.9
EMP00182,154,Engineering,4,4.3
EMP00183,155,Engineering,1,2.4
EMP00184,156,Engineering,1,4.0
EMP00185,157,Engineering,2,3.1
EMP00186,53,Engineering,3,4.2
EMP00187,158,Engineering,2,4.3
EMP00188,159,Engineering,1,3.5
EMP00189,160,Engineering,3,2.9
EMP00190,77,Engineering,1,2.7
EMP00191,161,Engineering,3,3.3
EMP00192,162,Engineering,2,3.8
EMP00193,163,Engineering,2,2.3
EMP00194,164,Engineering,1,4.2
EMP00195,165,Engineering,1,4.0
EMP00196,113,Engineering,3,3.4
EMP00197,166,Engineering,1,3.7
EMP00198,167,Engineering,3,3.7
EMP00199,50,Engineering,2,3.2
EMP00200,168,Engineering,2,4.2
EMP00201,170,Product,2,3.5
EMP00202,170,Product,4,1.2
EMP00203,170,Product,3,3.7
EMP00204,170,Product,3,4.8
EMP00205,170,Product,3,3.1
EMP00206,170,Product,3,3.9
EMP00207,171,Product,4,4.9
EMP00208,170,Product,2,4.5
EMP00209,170,Product,3,3.1
EMP00210,170,Product,2,1.3
EMP00211,172,Product,1,3.1
EMP00212,170,Product,1,3.8
EMP00213,170,Product,5,4.7
EMP00214,170,Product,3,3.3
EMP00215,170,Product,2,3.4
EMP00216,170,Product,1,4.6
EMP00217,170,Product,3,3.9
EMP00218,170,Product,2,2.7
EMP00219,170,Product,3,3.0
EMP00220,173,Product,3,3.5
EMP00221,170,Product,3,2.3
EMP00222,170,Product,1,1.4
EMP00223,170,Product,3,2.0
EMP00224,170,Product,1,2.6
EMP00225,170,Product,2,3.5
EMP00226,170,Product,1,3.7
EMP00227,170,Product,1,2.8
EMP00228,170,Product,2,2.4
EMP00229,170,Product,3,3.4
EMP00230,170,Product,1,4.0
EMP00231,170,Product,3,3.1
EMP00232,174,Product,1,2.5
EMP00233,175,Product,2,4.6
EMP00234,170,Product,1,4.4
EMP00235,170,Product,2,3.4
EMP00236,176,Product,1,2.7
EMP00237,170,Product,2,1.9
EMP00238,170,Product,1,3.4
EMP00239,170,Product,2,2.1
EMP00240,170,Product,1,3.4
EMP00241,177,Product,4,2.9
EMP00242,170,Product,3,5.0
EMP00243,170,Product,1,3.5
EMP00244,170,Product,2,3.2
EMP00245,170,Product,2,2.5
EMP00246,178,Product,1,3.3
EMP00247,170,Product,1,2.5
EMP00248,170,Product,2,2.9
EMP00249,170,Product,1,4.2
EMP00250,170,Product,2,3.3
EMP00251,179,Product,3,3.0
EMP00252,170,Product,1,3.4
EMP00253,170,Product,1,2.2
EMP00254,180,Product,4,2.5
EMP00255,170,Product,1,2.7
EMP00256,181,Product,3,5.0
EMP00257,170,Product,1,2.6
EMP00258,182,Product,5,3.6
EMP00259,170,Product,1,2.5
EMP00260,170,Product,1,4.2
EMP00261,183,Marketing,1,3.7
EMP00262,184,Marketing,2,3.2
EMP00263,185,Marketing,2,3.8
EMP00264,185,Marketing,1,3.5
EMP00265,189,Marketing,3,2.0
EMP00266,189,Marketing,3,4.4
EMP00267,189,Marketing,1,3.6
EMP00268,185,Marketing,1,3.3
EMP00269,185,Marketing,2,3.2
EMP00270,189,Marketing,3,2.7
EMP00271,188,Marketing,3,4.4
EMP00272,189,Marketing,3,3.6
EMP00273,189,Marketing,1,4.0
EMP00274,189,Marketing,4,3.4
EMP00275,190,Marketing,1,4.1
EMP00276,191,Marketing,1,3.8
EMP00277,192,Marketing,3,3.9
EMP00278,185,Marketing,3,3.7
EMP00279,189,Marketing,1,3.0
EMP00280,193,Marketing,3,2.7
EMP00281,189,Marketing,1,2.6
EMP00282,191,Marketing,1,2.8
EMP00283,190,Marketing,2,2.8
EMP00284,189,Marketing,2,2.8
EMP00285,189,Marketing,2,3.4
EMP00286,189,Marketing,3,3.4
EMP00287,189,Marketing,2,2.6
EMP00288,189,Marketing,3,3.1
EMP00289,188,Marketing,2,2.9
EMP00290,194,Marketing,3,3.8
EMP00291,195,Marketing,1,3.5
EMP00292,196,Marketing,1,3.9
EMP00293,197,Marketing,2,3.0
EMP00294,189,Marketing,2,2.2
EMP00295,189,Marketing,1,2.9
EMP00296,189,Marketing,1,2.7
EMP00297,185,Marketing,1,2.8
EMP00298,184,Marketing,3,4.3
EMP00299,198,Marketing,1,3.1
EMP00300,189,Marketing,2,3.3
EMP00301,199,Marketing,2,2.0
EMP00302,189,Marketing,2,2.0
EMP00303,184,Marketing,2,4.0
EMP00304,200,Marketing,2,3.6
EMP00305,185,Marketing,1,4.4
EMP00306,191,Marketing,2,4.5
EMP00307,189,Marketing,3,3.3
EMP00308,189,Marketing,2,3.9
EMP00309,201,Marketing,2,3.1
EMP00310,189,Marketing,2,2.8
EMP00311,185,Marketing,4,3.3
EMP00312,185,Marketing,1,3.2
EMP00313,189,Marketing,1,3.9
EMP00314,189,Marketing,1,4.3
EMP00315,189,Marketing,1,2.8
EMP00316,185,Marketing,2,3.8
EMP00317,189,Marketing,2,2.8
EMP00318,189,Marketing,4,3.7
EMP00319,189,Marketing,1,3.3
EMP00320,201,Marketing,2,3.9
EMP00321,189,Marketing,1,4.2
EMP00322,189,Marketing,2,3.0
EMP00323,189,Marketing,1,3.6
EMP00324,185,Marketing,3,2.4
EMP00325,183,Marketing,2,3.2
EMP00326,189,Marketing,3,2.4
EMP00327,194,Marketing,2,1.5
EMP00328,189,Marketing,3,1.7
EMP00329,189,Marketing,3,3.1
EMP00330,189,Marketing,3,3.3
EMP00331,202,Marketing,1,3.5
EMP00332,189,Marketing,3,4.2
EMP00333,185,Marketing,1,4.1
EMP00334,203,Marketing,1,1.6
EMP00335,203,Marketing,2,3.4
EMP00336,189,Marketing,3,3.3
EMP00337,188,Marketing,4,3.5
EMP00338,204,Marketing,2,2.9
EMP00339,189,Marketing,2,4.1
EMP00340,189,Marketing,1,4.1
EMP00341,205,Sales,3,3.9
EMP00342,206,Sales,2,4.3
EMP00343,207,Sales,3,4.5
EMP00344,208,Sales,1,3.2
EMP00345,209,Sales,1,3.4
EMP00346,210,Sales,3,2.3
EMP00347,211,Sales,3,3.7
EMP00348,212,Sales,1,3.1
EMP00349,213,Sales,3,2.1
EMP00350,214,Sales,1,2.2
EMP00351,215,Sales,1,1.5
EMP00352,216,Sales,2,5.0
EMP00353,217,Sales,3,3.3
EMP00354,218,Sales,1,3.9
EMP00355,219,Sales,3,5.0
EMP00356,220,Sales,1,3.8
EMP00357,221,Sales,1,1.9
EMP00358,222,Sales,1,3.2
EMP00359,223,Sales,1,3.9
EMP00360,224,Sales,3,4.6
EMP00361,225,Sales,2,4.1
EMP00362,226,Sales,3,3.7
EMP00363,227,Sales,1,4.4
EMP00364,228,Sales,3,4.3
EMP00365,229,Sales,4,4.0
EMP00366,230,Sales,3,3.3
EMP00367,231,Sales,1,4.0
EMP00368,232,Sales,3,3.7
EMP00369,233,Sales,1,3.7
EMP00370,228,Sales,3,2.9
EMP00371,234,Sales,1,3.0
EMP00372,235,Sales,3,4.5
EMP00373,236,Sales,3,3.6
EMP00374,237,Sales,3,3.5
EMP00375,238,Sales,4,2.8
EMP00376,239,Sales,3,4.5
EMP00377,240,Sales,3,2.4
EMP00378,241,Sales,3,4.5
EMP00379,242,Sales,1,4.1
EMP00380,226,Sales,2,2.9
EMP00381,243,Sales,1,4.4
EMP00382,244,Sales,4,3.2
EMP00383,245,Sales,3,3.3
EMP00384,246,Sales,2,2.7
EMP00385,247,Sales,2,2.8
EMP00386,248,Sales,2,3.4
EMP00387,249,Sales,1,2.5
EMP00388,250,Sales,2,3.9
EMP00389,251,Sales,2,3.6
EMP00390,252,Sales,3,2.5
EMP00391,253,Sales,1,2.5
EMP00392,254,Sales,3,3.7
EMP00393,223,Sales,3,3.4
EMP00394,217,Sales,2,3.4
EMP00395,255,Sales,2,2.7
EMP00396,256,Sales,1,2.6
EMP00397,257,Sales,1,3.1
EMP00398,246,Sales,5,2.7
EMP00399,258,Sales,3,3.0
EMP00400,206,Sales,2,3.5
EMP00401,259,Sales,3,2.8
EMP00402,260,Sales,1,4.7
EMP00403,261,Sales,2,3.0
EMP00404,262,Sales,1,3.0
EMP00405,263,Sales,2,3.1
EMP00406,264,Sales,1,4.0
EMP00407,265,Sales,2,4.0
EMP00408,230,Sales,1,2.3
EMP00409,266,Sales,2,2.5
EMP00410,267,Sales,2,2.8
EMP00411,268,Sales,1,2.7
EMP00412,269,Sales,2,3.5
EMP00413,227,Sales,3,3.0
EMP00414,270,Sales,3,4.5
EMP00415,227,Sales,2,3.0
EMP00416,271,Sales,6,2.6
EMP00417,272,Sales,1,2.4
EMP00418,273,Sales,1,3.5
EMP00419,230,Sales,2,3.9
EMP00420,274,Sales,3,3.0
EMP00421,267,Sales,1,3.1
EMP00422,272,Sales,2,3.5
EMP00423,212,Sales,2,3.8
EMP00424,275,Sales,3,3.4
EMP00425,276,Sales,3,2.6
EMP00426,277,Sales,3,1.4
EMP00427,278,Sales,4,3.4
EMP00428,279,Sales,3,4.3
EMP00429,280,Sales,1,2.8
EMP00430,281,Sales,1,3.4
EMP00431,269,Sales,1,3.5
EMP00432,282,Sales,2,3.0
EMP00433,283,Sales,4,3.7
EMP00434,284,Sales,4,4.5
EMP00435,277,Sales,1,2.7
EMP00436,228,Sales,3,2.3
EMP00437,285,Sales,2,5.0
EMP00438,282,Sales,1,4.1
EMP00439,226,Sales,1,3.8
EMP00440,286,Sales,3,2.9
EMP00441,230,Sales,2,3.7
EMP00442,261,Sales,4,2.7
EMP00443,230,Sales,3,4.3
EMP00444,287,Sales,1,3.2
EMP00445,288,Sales,2,3.6
EMP00446,289,Sales,4,4.0
EMP00447,229,Sales,1,2.3
EMP00448,290,Sales,2,3.1
EMP00449,291,Sales,3,2.7
EMP00450,292,Sales,4,4.7
EMP00451,293,Sales,3,3.5
EMP00452,294,Sales,2,4.4
EMP00453,295,Sales,2,2.6
EMP00454,237,Sales,2,3.3
EMP00455,296,Sales,1,3.0
EMP00456,297,Sales,3,3.4
EMP00457,298,Sales,2,3.8
EMP00458,299,Sales,1,3.2
EMP00459,300,Sales,1,3.5
EMP00460,263,Sales,2,2.9
EMP00461,301,Sales,3,4.0
EMP00462,302,Sales,2,2.1
EMP00463,303,Sales,1,3.2
EMP00464,304,Sales,1,3.9
EMP00465,305,Sales,1,3.2
EMP00466,306,Sales,2,3.1
EMP00467,307,Sales,3,2.6
EMP00468,308,Sales,2,2.2
EMP00469,309,Sales,3,3.1
EMP00470,310,Sales,3,3.8
EMP00471,311,Sales,2,3.8
EMP00472,251,Sales,2,3.5
EMP00473,312,Sales,1,2.7
EMP00474,230,Sales,4,3.5
EMP00475,313,Sales,3,3.1
EMP00476,314,Sales,1,3.2
EMP00477,315,Sales,1,2.3
EMP00478,208,Sales,2,3.9
EMP00479,228,Sales,1,3.9
EMP00480,230,Sales,3,4.0
EMP00481,227,Sales,2,4.2
EMP00482,316,Sales,3,3.0
EMP00483,208,Sales,3,3.0
EMP00484,317,Sales,2,3.1
EMP00485,318,Sales,2,4.6
EMP00486,319,Sales,2,2.9
EMP00487,320,Sales,2,2.9
EMP00488,321,Sales,1,2.8
EMP00489,273,Sales,2,3.3
EMP00490,267,Sales,1,3.2
EMP00491,322,Finance,4,3.4
EMP00492,322,Finance,1,2.3
EMP00493,322,Finance,1,2.1
EMP00494,322,Finance,3,2.6
EMP00495,322,Finance,3,2.0
EMP00496,322,Finance,2,4.2
EMP00497,322,Finance,3,5.0
EMP00498,323,Finance,3,4.4
EMP00499,323,Finance,1,3.0
EMP00500,322,Finance,2,3.0
EMP00501,322,Finance,1,4.5
EMP00502,324,Finance,1,3.8
EMP00503,322,Finance,3,4.3
EMP00504,322,Finance,2,3.9
EMP00505,322,Finance,3,3.1
EMP00506,322,Finance,3,3.5
EMP00507,322,Finance,2,4.2
EMP00508,322,Finance,3,4.4
EMP00509,322,Finance,2,3.9
EMP00510,322,Finance,3,3.3
EMP00511,322,Finance,1,2.9
EMP00512,322,Finance,1,3.4
EMP00513,322,Finance,3,4.2
EMP00514,322,Finance,2,3.8
EMP00515,322,Finance,1,2.8
EMP00516,322,Finance,2,3.8
EMP00517,322,Finance,1,4.3
EMP00518,325,Finance,3,3.8
EMP00519,322,Finance,1,3.5
EMP00520,322,Finance,2,3.7
EMP00521,323,Finance,1,4.4
EMP00522,323,Finance,1,2.3
EMP00523,322,Finance,4,4.1
EMP00524,323,Finance,3,3.1
EMP00525,326,Finance,3,3.0
EMP00526,322,Finance,1,3.2
EMP00527,322,Finance,3,4.0
EMP00528,322,Finance,2,3.5
EMP00529,322,Finance,1,2.5
EMP00530,327,Finance,4,4.1
EMP00531,323,Finance,4,3.3
EMP00532,322,Finance,2,3.2
EMP00533,322,Finance,3,2.1
EMP00534,322,Finance,1,2.8
EMP00535,328,Finance,2,3.8
EMP00536,323,Finance,1,4.2
EMP00537,322,Finance,1,2.7
EMP00538,322,Finance,2,3.4
EMP00539,322,Finance,2,2.9
EMP00540,322,Finance,2,4.1
EMP00541,322,Finance,3,3.7
EMP00542,329,Finance,2,3.0
EMP00543,330,Finance,1,3.9
EMP00544,322,Finance,1,3.3
EMP00545,322,Finance,1,2.3
EMP00546,322,Finance,2,3.4
EMP00547,322,Finance,3,2.6
EMP00548,322,Finance,1,3.5
EMP00549,322,Finance,4,2.4
EMP00550,331,Finance,1,3.2
EMP00551,332,HR,1,4.1
EMP00552,332,HR,2,1.6
EMP00553,332,HR,2,3.0
EMP00554,332,HR,2,4.6
EMP00555,332,HR,2,3.3
EMP00556,332,HR,1,3.3
EMP00557,332,HR,2,3.2
EMP00558,332,HR,2,3.3
EMP00559,332,HR,1,2.9
EMP00560,332,HR,2,2.4
EMP00561,332,HR,1,4.7
EMP00562,332,HR,1,2.6
EMP00563,332,HR,1,3.2
EMP00564,332,HR,2,2.9
EMP00565,332,HR,1,3.9
EMP00566,332,HR,2,3.7
EMP00567,332,HR,1,2.5
EMP00568,332,HR,1,3.3
EMP00569,332,HR,2,2.4
EMP00570,332,HR,1,2.6
EMP00571,332,HR,2,4.3
EMP00572,332,HR,2,3.8
EMP00573,332,HR,2,2.7
EMP00574,332,HR,3,3.0
EMP00575,332,HR,4,3.0
EMP00576,332,HR,1,2.2
EMP00577,332,HR,2,3.1
EMP00578,332,HR,2,2.7
EMP00579,332,HR,1,2.8
EMP00580,332,HR,3,2.9
EMP00581,332,HR,5,3.3
EMP00582,332,HR,2,3.9
EMP00583,332,HR,3,3.5
EMP00584,332,HR,1,3.0
EMP00585,332,HR,1,3.9
EMP00586,332,HR,1,3.3
EMP00587,332,HR,2,2.9
EMP00588,332,HR,2,3.9
EMP00589,332,HR,3,3.4
EMP00590,332,HR,2,2.9
EMP00591,333,Operations,2,4.3
EMP00592,334,Operations,2,4.3
EMP00593,334,Operations,2,2.3
EMP00594,335,Operations,1,3.6
EMP00595,336,Operations,2,3.3
EMP00596,334,Operations,1,4.5
EMP00597,334,Operations,3,3.0
EMP00598,337,Operations,1,2.8
EMP00599,338,Operations,2,2.6
EMP00600,333,Operations,1,4.4
EMP00601,339,Operations,6,3.2
EMP00602,340,Operations,2,3.1
EMP00603,341,Operations,1,4.4
EMP00604,333,Operations,3,3.3
EMP00605,342,Operations,3,3.7
EMP00606,343,Operations,1,3.8
EMP00607,344,Operations,2,5.0
EMP00608,341,Operations,1,3.9
EMP00609,345,Operations,1,2.1
EMP00610,345,Operations,3,4.2
EMP00611,345,Operations,2,3.7
EMP00612,346,Operations,4,3.8
EMP00613,347,Operations,6,2.7
EMP00614,348,Operations,3,4.0
EMP00615,335,Operations,2,3.3
EMP00616,349,Operations,1,2.8
EMP00617,350,Operations,1,3.3
EMP00618,346,Operations,3,4.0
EMP00619,343,Operations,1,2.7
EMP00620,335,Operations,2,2.5
EMP00621,351,Operations,3,3.0
EMP00622,352,Operations,1,4.6
EMP00623,345,Operations,1,2.9
EMP00624,345,Operations,1,3.1
EMP00625,353,Operations,2,3.6
EMP00626,345,Operations,2,3.7
EMP00627,350,Operations,1,2.8
EMP00628,350,Operations,1,3.8
EMP00629,354,Operations,4,3.9
EMP00630,335,Operations,2,4.3
EMP00631,355,Operations,1,3.6
EMP00632,335,Operations,1,2.8
EMP00633,356,Operations,2,3.2
EMP00634,335,Operations,2,4.0
EMP00635,357,Operations,3,2.1
EMP00636,358,Operations,2,3.0
EMP00637,335,Operations,1,3.4
EMP00638,335,Operations,2,3.2
EMP00639,333,Operations,1,3.4
EMP00640,359,Operations,1,3.1
EMP00641,339,Operations,3,3.4
EMP00642,360,Operations,1,4.0
EMP00643,345,Operations,2,3.6
EMP00644,345,Operations,1,2.2
EMP00645,333,Operations,1,2.7
EMP00646,351,Operations,1,2.6
EMP00647,361,Operations,2,3.3
EMP00648,362,Operations,3,3.3
EMP00649,363,Operations,1,3.9
EMP00650,345,Operations,3,3.3
EMP00651,364,Operations,1,2.8
EMP00652,365,Operations,1,3.4
EMP00653,346,Operations,1,4.3
EMP00654,349,Operations,3,2.9
EMP00655,366,Operations,1,4.1
EMP00656,367,Operations,1,3.3
EMP00657,338,Operations,2,4.4
EMP00658,337,Operations,2,2.8
EMP00659,368,Operations,2,2.8
EMP00660,334,Operations,3,2.8
EMP00661,369,Operations,4,3.5
EMP00662,333,Operations,2,3.0
EMP00663,362,Operations,1,3.8
EMP00664,370,Operations,4,3.8
EMP00665,361,Operations,1,3.1
EMP00666,339,Operations,3,4.6
EMP00667,371,Operations,4,3.0
EMP00668,372,Operations,2,4.3
EMP00669,337,Operations,3,3.6
EMP00670,373,Operations,2,3.0
EMP00671,350,Operations,1,3.8
EMP00672,345,Operations,4,3.0
EMP00673,374,Operations,1,2.6
EMP00674,360,Operations,1,4.3
EMP00675,361,Operations,1,2.7
EMP00676,375,Operations,3,3.4
EMP00677,351,Operations,1,3.0
EMP00678,333,Operations,4,4.5
EMP00679,357,Operations,3,3.7
EMP00680,333,Operations,1,3.2
EMP00681,376,Operations,1,3.4
EMP00682,345,Operations,1,3.8
EMP00683,333,Operations,3,2.0
EMP00684,361,Operations,2,3.5
EMP00685,345,Operations,1,4.1
EMP00686,345,Operations,1,3.0
EMP00687,345,Operations,2,3.4
EMP00688,366,Operations,2,4.1
EMP00689,377,Operations,2,3.3
EMP00690,339,Operations,1,3.5
EMP00691,378,Data & Analytics,2,2.8
EMP00692,378,Data & Analytics,4,3.6
EMP00693,378,Data & Analytics,2,3.3
EMP00694,378,Data & Analytics,1,3.5
EMP00695,379,Data & Analytics,2,2.3
EMP00696,378,Data & Analytics,1,3.4
EMP00697,378,Data & Analytics,3,3.2
EMP00698,378,Data & Analytics,3,2.5
EMP00699,378,Data & Analytics,2,3.4
EMP00700,378,Data & Analytics,2,2.3
EMP00701,380,Data & Analytics,3,2.9
EMP00702,378,Data & Analytics,1,2.9
EMP00703,380,Data & Analytics,3,3.6
EMP00704,378,Data & Analytics,3,3.9
EMP00705,378,Data & Analytics,4,3.3
EMP00706,378,Data & Analytics,2,3.9
EMP00707,378,Data & Analytics,1,4.9
EMP00708,378,Data & Analytics,1,3.1
EMP00709,378,Data & Analytics,1,3.1
EMP00710,378,Data & Analytics,4,4.1
EMP00711,378,Data & Analytics,1,3.7
EMP00712,378,Data & Analytics,2,3.6
EMP00713,378,Data & Analytics,1,2.8
EMP00714,381,Data & Analytics,2,3.5
EMP00715,378,Data & Analytics,2,2.5
EMP00716,378,Data & Analytics,3,2.7
EMP00717,378,Data & Analytics,2,4.0
EMP00718,378,Data & Analytics,1,4.8
EMP00719,378,Data & Analytics,3,3.4
EMP00720,378,Data & Analytics,1,2.8
EMP00721,378,Data & Analytics,1,2.9
EMP00722,380,Data & Analytics,1,1.6
EMP00723,382,Data & Analytics,3,3.8
EMP00724,378,Data & Analytics,3,3.7
EMP00725,378,Data & Analytics,1,3.6
EMP00726,378,Data & Analytics,1,3.3
EMP00727,378,Data & Analytics,1,2.8
EMP00728,378,Data & Analytics,4,3.2
EMP00729,378,Data & Analytics,1,3.2
EMP00730,378,Data & Analytics,2,2.1
EMP00731,378,Data & Analytics,3,4.0
EMP00732,383,Data & Analytics,1,2.2
EMP00733,384,Data & Analytics,1,3.9
EMP00734,378,Data & Analytics,2,3.3
EMP00735,378,Data & Analytics,3,3.3
EMP00736,378,Data & Analytics,1,3.0
EMP00737,378,Data & Analytics,2,3.5
EMP00738,378,Data & Analytics,2,4.0
EMP00739,378,Data & Analytics,4,3.6
EMP00740,378,Data & Analytics,3,2.8
EMP00741,385,Data & Analytics,2,2.7
EMP00742,378,Data & Analytics,2,3.5
EMP00743,378,Data & Analytics,2,3.8
EMP00744,378,Data & Analytics,1,3.8
EMP00745,378,Data & Analytics,2,2.5
EMP00746,378,Data & Analytics,1,3.0
EMP00747,378,Data & Analytics,2,2.7
EMP00748,378,Data & Analytics,2,3.9
EMP00749,378,Data & Analytics,1,2.5
EMP00750,378,Data & Analytics,1,3.9
EMP00751,386,Legal,1,3.0
EMP00752,386,Legal,1,3.2
