topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,employee_id,review_cycle
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00017,2024-H2
0.0024576369,0.9846865,0.004306621,0.0036679844,0.0022282538,0.0026530249,topic_1,EMP00018,2024-H1
0.0028274395,0.004359331,0.0049546473,0.9822428,0.0025635408,0.003052228,topic_3,EMP00018,2024-H2
0.002827373,0.98238266,0.004954531,0.00421981,0.0025634808,0.0030521562,topic_1,EMP00019,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00019,2024-H2
0.0040444955,0.0062357862,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00020,2024-H1
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00020,2024-H2
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00021,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00021,2024-H2
0.98219013,0.004054331,0.0046079927,0.0039246636,0.0023841832,0.0028386794,topic_0,EMP00022,2024-H1
0.0028274,0.0043592704,0.004954572,0.00421985,0.0025635052,0.9810754,topic_5,EMP00022,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00023,2024-H1
0.0026295427,0.004054215,0.004607858,0.003924551,0.9819452,0.0028385979,topic_4,EMP00023,2024-H2
0.0028274003,0.0043592704,0.0049545723,0.0042198505,0.0025635054,0.9810754,topic_5,EMP00024,2024-H1
0.0028273999,0.00435927,0.0049545714,0.0042198496,0.002563505,0.9810754,topic_5,EMP00024,2024-H2
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00025,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00025,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00026,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00026,2024-H2
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00027,2024-H1
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00027,2024-H2
0.98085076,0.0043592276,0.0049545285,0.0042198086,0.0025634803,0.0030521555,topic_0,EMP00028,2024-H1
0.003328144,0.005131315,0.0058320463,0.0049672024,0.0030175122,0.9777238,topic_5,EMP00028,2024-H2
0.0026295623,0.004054245,0.004607895,0.9834856,0.0023841325,0.0028386188,topic_3,EMP00029,2024-H1
0.0036515156,0.005629887,0.97801626,0.005449829,0.003310702,0.00394182,topic_2,EMP00029,2024-H2
0.0036515414,0.0056299265,0.9780161,0.005449868,0.0033107253,0.0039418475,topic_2,EMP00030,2024-H1
0.002457635,0.9846865,0.004306619,0.0036679816,0.0022282521,0.002653023,topic_1,EMP00030,2024-H2
0.002827372,0.98238266,0.0049545225,0.0042198077,0.0025634796,0.0030521548,topic_1,EMP00031,2024-H1
0.0028273724,0.98238266,0.004954523,0.0042198086,0.00256348,0.0030521553,topic_1,EMP00031,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00032,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00032,2024-H2
0.0030574421,0.004713948,0.0053576846,0.004563184,0.0027720763,0.97953564,topic_5,EMP00033,2024-H1
0.0030574414,0.004713947,0.005357683,0.004563183,0.0027720756,0.97953564,topic_5,EMP00033,2024-H2
0.0026295932,0.0040542926,0.0046079475,0.9834854,0.0023841604,0.002838652,topic_3,EMP00034,2024-H1
0.0026296263,0.9836148,0.004608006,0.0039246758,0.0023841907,0.002838688,topic_1,EMP00034,2024-H2
0.0036515815,0.0056299884,0.97801584,0.005449928,0.0033107619,0.0039418912,topic_2,EMP00035,2024-H1
0.96506643,0.007952451,0.009038539,0.0076981033,0.0046765,0.0055679795,topic_0,EMP00035,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00036,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00036,2024-H2
0.9595472,0.009208894,0.01046646,0.008914371,0.005415367,0.0064476966,topic_0,EMP00037,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00037,2024-H2
0.9833548,0.0037891997,0.0043066554,0.0036680119,0.0022282705,0.0026530449,topic_0,EMP00038,2024-H1
0.0028278679,0.0043599918,0.0049553975,0.085375346,0.0025639292,0.8999175,topic_5,EMP00038,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00039,2024-H1
0.0033281446,0.005131316,0.005832047,0.004967203,0.0030175126,0.9777238,topic_5,EMP00039,2024-H2
0.0028274294,0.004359316,0.0049546272,0.9822429,0.0025635317,0.0030522167,topic_3,EMP00040,2024-H1
0.0028274301,0.004359317,0.0049546333,0.9822429,0.0025635324,0.0030522177,topic_3,EMP00040,2024-H2
0.0036515156,0.005629887,0.97801626,0.005449829,0.003310702,0.00394182,topic_2,EMP00041,2024-H1
0.002457617,0.9846866,0.004306589,0.0036679546,0.0022282356,0.0026530034,topic_1,EMP00041,2024-H2
0.0026295455,0.98361534,0.004607863,0.0039245556,0.0023841173,0.002838601,topic_1,EMP00042,2024-H1
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00042,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00043,2024-H1
0.0028273722,0.98238266,0.004954523,0.004219808,0.0025634798,0.003052155,topic_1,EMP00043,2024-H2
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00044,2024-H1
0.0028273722,0.98238266,0.004954529,0.004219808,0.0025634798,0.003052155,topic_1,EMP00044,2024-H2
0.0033281443,0.0051313154,0.0058320467,0.0049672024,0.0030175124,0.9777238,topic_5,EMP00045,2024-H1
0.0033282065,0.0051314128,0.0058321557,0.9790979,0.0030175687,0.0035928069,topic_3,EMP00045,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00046,2024-H1
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00046,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00047,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00047,2024-H2
0.003651566,0.0056299646,0.97801596,0.0054499046,0.0033107477,0.0039418745,topic_2,EMP00048,2024-H1
0.0036515663,0.005629965,0.97801596,0.005449905,0.003310748,0.0039418745,topic_2,EMP00048,2024-H2
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00049,2024-H1
0.0040444727,0.0062357457,0.9756505,0.0060363114,0.0036669825,0.004366018,topic_2,EMP00049,2024-H2
0.0026295455,0.98361534,0.004607863,0.0039245556,0.0023841173,0.002838601,topic_1,EMP00050,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00050,2024-H2
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00051,2024-H1
0.0026295455,0.98361534,0.004607863,0.003924555,0.0023841173,0.0028386007,topic_1,EMP00051,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00052,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00052,2024-H2
0.002629554,0.9836153,0.0046078786,0.0039245677,0.0023841248,0.0028386097,topic_1,EMP00053,2024-H1
0.0028273845,0.004359246,0.004954554,0.9822432,0.002563491,0.0030521685,topic_3,EMP00053,2024-H2
0.0028275212,0.0043594567,0.004954784,0.98224235,0.0025636149,0.003052316,topic_3,EMP00054,2024-H1
0.0036518015,0.0056303274,0.9780145,0.005450256,0.0033109612,0.0039421287,topic_2,EMP00054,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00055,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00055,2024-H2
0.0030574973,0.0047140345,0.0053577814,0.980798,0.0027721263,0.0033005758,topic_3,EMP00056,2024-H1
0.0036516471,0.00563009,0.9780155,0.0054500257,0.0033108213,0.003941962,topic_2,EMP00056,2024-H2
0.0030574219,0.004713917,0.0053576487,0.0045631537,0.002772058,0.97953576,topic_5,EMP00057,2024-H1
0.9650942,0.007946151,0.009031277,0.007692014,0.0046728007,0.005563575,topic_0,EMP00057,2024-H2
0.003651582,0.0056299893,0.97801584,0.0054499283,0.003310762,0.0039418917,topic_2,EMP00058,2024-H1
0.9650942,0.007946157,0.009031286,0.00769202,0.0046728044,0.005563579,topic_0,EMP00058,2024-H2
0.002457759,0.9846857,0.004306845,0.0036681667,0.0022283646,0.002653157,topic_1,EMP00059,2024-H1
0.0036515498,0.0056299395,0.978016,0.0054498804,0.003310733,0.003941857,topic_2,EMP00059,2024-H2
0.0026295623,0.004054245,0.004607895,0.9834856,0.0023841325,0.0028386188,topic_3,EMP00060,2024-H1
0.003651516,0.0056298873,0.97801626,0.0054498296,0.0033107023,0.0039418205,topic_2,EMP00060,2024-H2
0.0024576164,0.9846866,0.0043065874,0.003667954,0.0022282351,0.0026530027,topic_1,EMP00061,2024-H1
0.003651516,0.0056298873,0.97801626,0.0054498296,0.0033107023,0.0039418205,topic_2,EMP00061,2024-H2
0.003328144,0.005131315,0.0058320463,0.0049672024,0.0030175122,0.9777238,topic_5,EMP00062,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00062,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00063,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00063,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00064,2024-H1
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00064,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00065,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00065,2024-H2
0.0036515498,0.0056299395,0.978016,0.0054498804,0.003310733,0.003941857,topic_2,EMP00066,2024-H1
0.002629627,0.9836148,0.004608008,0.003924677,0.0023841911,0.0028386887,topic_1,EMP00066,2024-H2
0.002827416,0.0043592947,0.0049546044,0.982243,0.0025635196,0.0030522023,topic_3,EMP00067,2024-H1
0.0024576618,0.9846863,0.0043066647,0.0036680214,0.0022282763,0.0026530519,topic_1,EMP00067,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00068,2024-H1
0.0026295427,0.004054215,0.004607858,0.003924551,0.9819452,0.0028385979,topic_4,EMP00068,2024-H2
0.0033281443,0.0051313154,0.0058320467,0.0049672024,0.0030175124,0.9777238,topic_5,EMP00069,2024-H1
0.0033281446,0.005131316,0.005832047,0.004967203,0.0030175126,0.9777238,topic_5,EMP00069,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00070,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00070,2024-H2
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00071,2024-H1
0.0028273729,0.98238266,0.0049545243,0.0042198095,0.0025634805,0.003052156,topic_1,EMP00071,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00072,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00072,2024-H2
0.002629547,0.98361534,0.0046078656,0.0039245575,0.0023841187,0.0028386023,topic_1,EMP00073,2024-H1
0.0028273717,0.98238266,0.004954528,0.0042198077,0.0025634794,0.0030521546,topic_1,EMP00073,2024-H2
0.0033281862,0.0051313792,0.0058321357,0.0049672653,0.0030175503,0.9777235,topic_5,EMP00074,2024-H1
0.9595472,0.009208893,0.010466459,0.00891437,0.0054153665,0.006447696,topic_0,EMP00074,2024-H2
0.0024575922,0.9846868,0.0043065418,0.0036679176,0.0022282132,0.0026529767,topic_1,EMP00075,2024-H1
0.0033281394,0.0051313075,0.0058320384,0.9790983,0.0030175082,0.0035927347,topic_3,EMP00075,2024-H2
0.0030575132,0.0047140582,0.0053578126,0.00456329,0.0027721408,0.97953516,topic_5,EMP00076,2024-H1
0.0036515668,0.0056299656,0.97801596,0.0054499055,0.0033107484,0.003941875,topic_2,EMP00076,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00077,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00077,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00078,2024-H1
0.0026295423,0.004054214,0.004607857,0.0039245505,0.9819452,0.0028385972,topic_4,EMP00078,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00079,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00079,2024-H2
0.003328144,0.005131315,0.0058320463,0.0049672024,0.0030175122,0.9777238,topic_5,EMP00080,2024-H1
0.003328144,0.005131315,0.0058320463,0.0049672024,0.0030175122,0.9777238,topic_5,EMP00080,2024-H2
0.0028274157,0.0043592947,0.0049546044,0.982243,0.0025635194,0.003052202,topic_3,EMP00081,2024-H1
0.0036518022,0.0056303293,0.9780145,0.005450258,0.0033109619,0.003942129,topic_2,EMP00081,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00082,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00082,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00083,2024-H1
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00083,2024-H2
0.0028273712,0.98238266,0.004954521,0.004219807,0.0025634791,0.003052154,topic_1,EMP00084,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00084,2024-H2
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00085,2024-H1
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00085,2024-H2
0.0024576,0.98468673,0.004306556,0.0036679294,0.0022282205,0.0026529853,topic_1,EMP00086,2024-H1
0.002629555,0.9836153,0.00460788,0.0039245696,0.002384126,0.0028386111,topic_1,EMP00086,2024-H2
0.002629543,0.004054215,0.0046078586,0.0039245514,0.9819452,0.002838598,topic_4,EMP00087,2024-H1
0.9821906,0.0040542204,0.0046078684,0.003924556,0.002384118,0.0028386016,topic_0,EMP00087,2024-H2
0.0033282065,0.0051314128,0.0058321557,0.9790979,0.0030175687,0.0035928069,topic_3,EMP00088,2024-H1
0.003328206,0.0051314123,0.0058321552,0.9790979,0.0030175685,0.0035928064,topic_3,EMP00088,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00089,2024-H1
0.0026295444,0.98361534,0.004607861,0.0039245533,0.0023841162,0.0028385995,topic_1,EMP00089,2024-H2
0.8306912,0.14234275,0.009033445,0.0076938444,0.0046739127,0.005564899,topic_0,EMP00090,2024-H1
0.0036516374,0.005630075,0.97801554,0.005450011,0.0033108124,0.0039419513,topic_2,EMP00090,2024-H2
0.0040444955,0.0062357853,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00091,2024-H1
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00091,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00092,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00092,2024-H2
0.0040444955,0.0062357844,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00093,2024-H1
0.0040444955,0.0062357853,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00093,2024-H2
0.0024575922,0.9846868,0.0043065418,0.0036679176,0.0022282132,0.0026529767,topic_1,EMP00094,2024-H1
0.0040444727,0.0062357457,0.9756505,0.0060363114,0.0036669825,0.004366018,topic_2,EMP00094,2024-H2
0.0026295444,0.98361534,0.004607861,0.0039245533,0.0023841162,0.0028385995,topic_1,EMP00095,2024-H1
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00095,2024-H2
0.0024575922,0.9846868,0.0043065418,0.0036679176,0.0022282132,0.0026529767,topic_1,EMP00096,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00096,2024-H2
0.0040444727,0.0062357457,0.9756505,0.0060363114,0.0036669825,0.004366018,topic_2,EMP00097,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00097,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00098,2024-H1
0.0028273712,0.98238266,0.004954521,0.0042198068,0.002563479,0.003052154,topic_1,EMP00098,2024-H2
0.0036521617,0.005630888,0.10922365,0.005450794,0.8721,0.003942517,topic_4,EMP00099,2024-H1
0.0036515663,0.005629965,0.97801596,0.005449905,0.003310748,0.0039418745,topic_2,EMP00099,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00100,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00100,2024-H2
0.002457618,0.9846866,0.0043065874,0.0036679562,0.0022282368,0.0026530046,topic_1,EMP00101,2024-H1
0.0036516206,0.005630049,0.9780156,0.0054499856,0.003310797,0.003941933,topic_2,EMP00101,2024-H2
0.0024577586,0.9846857,0.004306837,0.0036681662,0.002228364,0.0026531564,topic_1,EMP00102,2024-H1
0.0036515836,0.0056299916,0.97801584,0.0054499307,0.0033107635,0.003941893,topic_2,EMP00102,2024-H2
0.00365155,0.00562994,0.978016,0.005449881,0.0033107332,0.0039418573,topic_2,EMP00103,2024-H1
0.0036515498,0.0056299395,0.978016,0.0054498804,0.003310733,0.003941857,topic_2,EMP00103,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00104,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00104,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00105,2024-H1
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00105,2024-H2
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00106,2024-H1
0.0033282065,0.0051314128,0.0058321557,0.9790979,0.0030175687,0.0035928069,topic_3,EMP00106,2024-H2
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00107,2024-H1
0.003328206,0.0051314123,0.0058321552,0.9790979,0.0030175685,0.0035928064,topic_3,EMP00107,2024-H2
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00108,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00108,2024-H2
0.0028277496,0.004359809,0.004955184,0.004220372,0.085281186,0.8983557,topic_5,EMP00109,2024-H1
0.9650928,0.007946475,0.009031646,0.007692328,0.004672991,0.005563802,topic_0,EMP00109,2024-H2
0.0024575908,0.9846868,0.0043065394,0.0036679152,0.0022282118,0.0026529753,topic_1,EMP00110,2024-H1
0.0026295467,0.98361534,0.0046078647,0.003924557,0.0023841183,0.002838602,topic_1,EMP00110,2024-H2
0.0026295527,0.9836153,0.0046078763,0.003924566,0.0023841239,0.0028386083,topic_1,EMP00111,2024-H1
0.003651516,0.0056298873,0.97801626,0.0054498296,0.0033107023,0.0039418205,topic_2,EMP00111,2024-H2
0.0040444727,0.0062357457,0.9756505,0.0060363114,0.0036669825,0.004366018,topic_2,EMP00112,2024-H1
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00112,2024-H2
0.0030575136,0.0047140587,0.0053578126,0.0045632906,0.002772141,0.97953516,topic_5,EMP00113,2024-H1
0.90527755,0.00794991,0.06883577,0.0076956474,0.004675008,0.005566203,topic_0,EMP00113,2024-H2
0.0023067743,0.9856265,0.004042257,0.0034428241,0.0020914718,0.0024901684,topic_1,EMP00114,2024-H1
0.0024576231,0.98468655,0.004306596,0.0036679637,0.0022282412,0.0026530102,topic_1,EMP00114,2024-H2
0.0036515677,0.005629967,0.0063988147,0.005449907,0.0033107493,0.975559,topic_5,EMP00115,2024-H1
0.004044493,0.0062357774,0.97565037,0.006036342,0.003667001,0.00436604,topic_2,EMP00115,2024-H2
0.0028273729,0.98238266,0.0049545243,0.0042198095,0.0025634805,0.003052156,topic_1,EMP00116,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00116,2024-H2
0.0036515156,0.005629887,0.97801626,0.005449829,0.003310702,0.00394182,topic_2,EMP00117,2024-H1
0.003651516,0.0056298873,0.97801626,0.0054498296,0.0033107023,0.0039418205,topic_2,EMP00117,2024-H2
0.002827373,0.98238266,0.004954531,0.00421981,0.0025634808,0.0030521562,topic_1,EMP00118,2024-H1
0.0026295455,0.98361534,0.004607868,0.003924555,0.0023841173,0.0028386007,topic_1,EMP00118,2024-H2
0.002827372,0.98238266,0.0049545225,0.004219808,0.0025634796,0.0030521548,topic_1,EMP00119,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00119,2024-H2
0.002827373,0.98238266,0.004954531,0.00421981,0.0025634808,0.0030521562,topic_1,EMP00120,2024-H1
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00120,2024-H2
0.0026295432,0.0040542153,0.0046078586,0.0039245514,0.9819452,0.002838598,topic_4,EMP00121,2024-H1
0.0026295427,0.0040542143,0.0046078577,0.003924551,0.9819452,0.0028385976,topic_4,EMP00121,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00122,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00122,2024-H2
0.0023068925,0.98562574,0.0040424643,0.0034430008,0.0020915791,0.002490296,topic_1,EMP00123,2024-H1
0.002827522,0.0043594586,0.0049547856,0.98224235,0.0025636158,0.0030523168,topic_3,EMP00123,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00124,2024-H1
